Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Nordeste,PE,Correntes,"0,4721","0,5330","0,5820","0,3012"
Nordeste,PB,Mãe d'Água,"0,4720","0,6033","0,4968","0,3159"
Nordeste,PE,Ouricuri,"0,4717","0,4368","0,5772","0,4010"
Nordeste,MA,Joselândia,"0,4716","0,5256","0,6477","0,2414"
Nordeste,BA,Mirante,"0,4716","0,4372","0,6766","0,3009"
Sudeste,MG,São José da Safira,"0,4716","0,4579","0,5017","0,4551"
Nordeste,PB,Santana dos Garrotes,"0,4714","0,6460","0,5012","0,2669"
Nordeste,RN,Serrinha dos Pintos,"0,4712","0,5462","0,5511","0,3162"
Nordeste,PE,Palmeirina,"0,4711","0,5386","0,6447","0,2301"
Nordeste,PB,Olivedos,"0,4709","0,5061","0,6296","0,2769"
Centro-Oeste,GO,Uirapuru,"0,4709","0,4569","0,4525","0,5033"
Nordeste,BA,Boninal,"0,4708","0,5352","0,4709","0,4064"
Nordeste,BA,Macururé,"0,4707","0,5036","0,6444","0,2641"
Nordeste,MA,Fortuna,"0,4703","0,6031","0,5586","0,2493"
Norte,TO,São Félix do Tocantins,"0,4702","0,4735","0,4224","0,5146"
Nordeste,BA,Aramari,"0,4700","0,5163","0,5639","0,3297"
Nordeste,PI,Itaueira,"0,4699","0,4639","0,5426","0,4031"
Nordeste,MA,Aldeias Altas,"0,4698","0,5620","0,4091","0,4383"
Nordeste,RN,Luís Gomes,"0,4698","0,5102","0,6321","0,2672"
Nordeste,BA,Ibitiara,"0,4698","0,5277","0,5931","0,2885"
Nordeste,PI,Corrente,"0,4697","0,4866","0,4691","0,4533"
Nordeste,PI,Flores do Piauí,"0,4696","0,4958","0,6403","0,2728"
Nordeste,PE,Quipapá,"0,4696","0,5512","0,5307","0,3268"
Nordeste,BA,Chorrochó,"0,4696","0,5660","0,5640","0,2787"
Nordeste,BA,Cristópolis,"0,4696","0,4411","0,6509","0,3169"
Sul,RS,Dom Feliciano,"0,4695","0,4415","0,4903","0,4766"
Norte,PA,Santana do Araguaia,"0,4694","0,4707","0,1926","0,7448"
Nordeste,PI,Curralinhos,"0,4693","0,5680","0,4598","0,3802"
Nordeste,BA,Jitaúna,"0,4693","0,5178","0,5134","0,3768"
Nordeste,RN,Viçosa,"0,4691","0,5939","0,4719","0,3414"
Nordeste,PB,Boa Ventura,"0,4691","0,5695","0,5418","0,2959"
Nordeste,BA,Macajuba,"0,4691","0,4838","0,6375","0,2860"
Sudeste,MG,Luislândia,"0,4688","0,6069","0,4985","0,3009"
Nordeste,PB,Riachão do Poço,"0,4687","0,5931","0,5198","0,2933"
Nordeste,SE,Nossa Senhora Aparecida,"0,4687","0,5399","0,5207","0,3456"
Norte,AC,Epitaciolândia,"0,4686","0,5073","0,3270","0,5714"
Nordeste,MA,Pindaré-Mirim,"0,4684","0,5975","0,4128","0,3949"
Norte,PA,Brasil Novo,"0,4683","0,5925","0,3777","0,4346"
Nordeste,PB,Lagoa de Dentro,"0,4679","0,4709","0,6375","0,2953"
Nordeste,PI,Angical do Piauí,"0,4678","0,6731","0,4375","0,2929"
Sudeste,MG,Ladainha,"0,4678","0,4847","0,5991","0,3196"
Nordeste,PE,Calçado,"0,4677","0,5784","0,5986","0,2262"
Nordeste,RN,Poço Branco,"0,4676","0,4740","0,6175","0,3114"
Sudeste,MG,Setubinha,"0,4676","0,5041","0,6213","0,2773"
Nordeste,RN,Rafael Fernandes,"0,4674","0,4597","0,6757","0,2668"
Nordeste,PE,Água Preta,"0,4674","0,5053","0,5657","0,3313"
Nordeste,PE,Itacuruba,"0,4673","0,5447","0,5220","0,3351"
Nordeste,BA,Mirangaba,"0,4672","0,4955","0,6087","0,2973"
Nordeste,BA,Ipecaetá,"0,4671","0,4905","0,6183","0,2926"
Norte,PA,Floresta do Araguaia,"0,4670","0,4499","0,4987","0,4523"
Norte,TO,Araguacema,"0,4670","0,4960","0,4157","0,4893"
Nordeste,BA,Palmas de Monte Alto,"0,4669","0,4967","0,5454","0,3586"
Norte,AP,Porto Grande,"0,4667","0,4706","0,4680","0,4616"
Nordeste,BA,Ibicuí,"0,4667","0,3990","0,5041","0,4971"
Nordeste,BA,Itacaré,"0,4667","0,3818","0,3840","0,6344"
Nordeste,BA,Feira da Mata,"0,4664","0,5682","0,4996","0,3315"
Nordeste,PB,Passagem,"0,4663","0,5848","0,4475","0,3666"
Nordeste,BA,Araci,"0,4660","0,4151","0,6192","0,3638"
Nordeste,BA,Barra do Rocha,"0,4660","0,5029","0,5064","0,3887"
Nordeste,BA,Cardeal da Silva,"0,4660","0,3879","0,6761","0,3341"
Norte,PA,Abaetetuba,"0,4659","0,5674","0,4333","0,3969"
Nordeste,BA,Capela do Alto Alegre,"0,4659","0,4683","0,6095","0,3200"
Nordeste,MA,Bom Lugar,"0,4658","0,5874","0,5636","0,2465"
Nordeste,MA,Grajaú,"0,4658","0,4577","0,4575","0,4821"
Nordeste,PI,Morro do Chapéu do Piauí,"0,4658","0,6390","0,5059","0,2526"
Norte,PA,Capitão Poço,"0,4657","0,4523","0,4313","0,5135"
Norte,PA,Bragança,"0,4655","0,4696","0,4979","0,4291"
Nordeste,PB,Taperoá,"0,4653","0,6117","0,4637","0,3205"
Nordeste,SE,Aquidabã,"0,4652","0,5943","0,4168","0,3844"
Nordeste,RN,Pedro Velho,"0,4651","0,5605","0,4854","0,3495"
Nordeste,AL,Olho d'Água do Casado,"0,4651","0,5212","0,5770","0,2972"
Nordeste,PB,Santana de Mangueira,"0,4649","0,4536","0,6320","0,3090"
Nordeste,PE,Ibirajuba,"0,4648","0,5958","0,4949","0,3038"
Nordeste,BA,Itororó,"0,4648","0,4089","0,4598","0,5258"
Norte,TO,Filadélfia,"0,4647","0,4712","0,5385","0,3845"
Nordeste,PB,Brejo dos Santos,"0,4647","0,5821","0,5079","0,3041"
Nordeste,PB,Pirpirituba,"0,4647","0,5036","0,5551","0,3354"
Nordeste,MA,Rosário,"0,4645","0,7424","0,2301","0,4211"
Nordeste,BA,Utinga,"0,4645","0,4022","0,5143","0,4770"
Norte,PA,Cumaru do Norte,"0,4644","0,4708","0,2597","0,6626"
Nordeste,PI,Curimatá,"0,4644","0,7391","0,3386","0,3154"
Nordeste,PI,Campo Largo do Piauí,"0,4642","0,6382","0,5040","0,2503"
Nordeste,PB,Matinhas,"0,4641","0,4730","0,6248","0,2944"
Sudeste,MG,Ataléia,"0,4640","0,5352","0,4345","0,4224"
Sudeste,MG,Pedra Bonita,"0,4639","0,4847","0,6158","0,2913"
Sudeste,MG,Serra Azul de Minas,"0,4637","0,6018","0,4637","0,3255"
Norte,PA,São Geraldo do Araguaia,"0,4635","0,4778","0,3310","0,5816"
Sudeste,MG,São Sebastião do Maranhão,"0,4633","0,5962","0,4967","0,2971"
Norte,PA,Oriximiná,"0,4632","0,4650","0,4052","0,5193"
Nordeste,BA,Fátima,"0,4632","0,5436","0,5528","0,2931"
Nordeste,PB,Lagoa,"0,4631","0,5476","0,4858","0,3559"
Nordeste,BA,Encruzilhada,"0,4631","0,4721","0,5386","0,3786"
Nordeste,PE,Gameleira,"0,4630","0,4957","0,5565","0,3369"
Nordeste,BA,Rodelas,"0,4630","0,4081","0,6138","0,3671"
Nordeste,PI,Paulistana,"0,4629","0,5352","0,4816","0,3719"
Nordeste,BA,Brotas de Macaúbas,"0,4629","0,4868","0,4627","0,4391"
Nordeste,PI,Jerumenha,"0,4628","0,5392","0,4392","0,4099"
Nordeste,PB,Diamante,"0,4627","0,5680","0,5707","0,2495"
Nordeste,PE,Santa Filomena,"0,4627","0,5419","0,5956","0,2507"
Nordeste,MA,Santo Antônio dos Lopes,"0,4626","0,5309","0,3043","0,5527"
Nordeste,PB,Cacimbas,"0,4624","0,6205","0,4153","0,3515"
Centro-Oeste,MT,Ponte Branca,"0,4624","0,5118","0,4080","0,4674"
Norte,PA,Brejo Grande do Araguaia,"0,4623","0,5376","0,4289","0,4204"
Nordeste,PI,Itainópolis,"0,4622","0,5873","0,4974","0,3018"
Sudeste,MG,Silveirânia,"0,4621","0,5042","0,4017","0,4805"
Nordeste,BA,Barra do Mendes,"0,4619","0,5935","0,4753","0,3169"
Nordeste,BA,Filadélfia,"0,4619","0,4465","0,5823","0,3570"
Nordeste,MA,Magalhães de Almeida,"0,4616","0,5673","0,4538","0,3638"
Nordeste,PI,Paes Landim,"0,4616","0,4892","0,5989","0,2968"
Nordeste,BA,Ibiquera,"0,4615","0,4414","0,6524","0,2908"
Nordeste,BA,Itanhém,"0,4615","0,3814","0,6322","0,3710"
Nordeste,MA,Alto Alegre do Pindaré,"0,4614","0,6981","0,3774","0,3086"
Nordeste,BA,Itamari,"0,4614","0,4990","0,5609","0,3242"
Nordeste,BA,Lamarão,"0,4614","0,3891","0,7163","0,2787"
Norte,PA,Concórdia do Pará,"0,4610","0,5154","0,4360","0,4315"
Sul,RS,Cerrito,"0,4609","0,4147","0,5387","0,4292"
Nordeste,BA,Riachão do Jacuípe,"0,4608","0,4796","0,4789","0,4240"
Centro-Oeste,GO,Divinópolis de Goiás,"0,4607","0,4239","0,5560","0,4022"
Sudeste,MG,Tarumirim,"0,4606","0,6204","0,2833","0,4781"
Norte,TO,Recursolândia,"0,4603","0,5485","0,4539","0,3785"
Nordeste,MA,Benedito Leite,"0,4601","0,4654","0,5736","0,3412"
Nordeste,PB,Gado Bravo,"0,4601","0,6673","0,4817","0,2314"
Nordeste,PI,Palmeirais,"0,4598","0,5815","0,5254","0,2726"
Nordeste,RN,Senador Georgino Avelino,"0,4598","0,4669","0,5887","0,3237"
Nordeste,PE,Jaqueira,"0,4598","0,5595","0,4809","0,3390"
Nordeste,BA,Central,"0,4598","0,4880","0,5692","0,3221"
Norte,AP,Santana,"0,4597","0,5154","0,3836","0,4801"
Nordeste,RN,Campo Grande,"0,4596","0,3894","0,7266","0,2627"
Nordeste,PB,São José da Lagoa Tapada,"0,4596","0,5026","0,5671","0,3090"
Nordeste,MA,Sambaíba,"0,4594","0,4432","0,3302","0,6047"
Norte,PA,Jacundá,"0,4593","0,4696","0,4785","0,4299"
Nordeste,PI,Santo Antônio de Lisboa,"0,4593","0,5530","0,5535","0,2713"
Sudeste,MG,Monte Formoso,"0,4592","0,5355","0,5041","0,3379"
Sudeste,MG,Rio do Prado,"0,4592","0,5093","0,5152","0,3530"
Nordeste,PB,Coremas,"0,4589","0,5985","0,4910","0,2872"
Nordeste,BA,Milagres,"0,4588","0,5022","0,4741","0,4000"
Nordeste,PB,Borborema,"0,4587","0,6200","0,4901","0,2659"
Nordeste,PI,Dirceu Arcoverde,"0,4585","0,4601","0,5936","0,3219"
Nordeste,BA,Itapé,"0,4585","0,4467","0,4769","0,4518"
Norte,PA,Santa Maria das Barreiras,"0,4584","0,2370","0,3944","0,7438"
Nordeste,PI,São Lourenço do Piauí,"0,4583","0,6798","0,4095","0,2856"
Nordeste,BA,Tanquinho,"0,4583","0,4174","0,5832","0,3743"
Centro-Oeste,GO,Damianópolis,"0,4583","0,5467","0,4510","0,3772"
Nordeste,MA,Santa Luzia,"0,4582","0,5863","0,4178","0,3705"
Nordeste,CE,Quixelô,"0,4582","0,6537","0,4203","0,3006"
Nordeste,RN,Jundiá,"0,4582","0,4394","0,6733","0,2618"
Nordeste,PE,Moreilândia,"0,4580","0,6126","0,5244","0,2371"
Nordeste,BA,Cândido Sales,"0,4579","0,4868","0,5268","0,3602"
Nordeste,PI,Guaribas,"0,4577","0,5865","0,5074","0,2792"
Nordeste,PE,Itaíba,"0,4577","0,5245","0,5749","0,2738"
Nordeste,MA,Estreito,"0,4575","0,4383","0,4367","0,4975"
Nordeste,RN,José da Penha,"0,4575","0,5109","0,5799","0,2818"
Nordeste,RN,Marcelino Vieira,"0,4575","0,4571","0,6849","0,2305"
Norte,TO,Tupiratins,"0,4573","0,5636","0,3836","0,4247"
Nordeste,PI,Geminiano,"0,4573","0,4604","0,6529","0,2587"
Nordeste,PB,Sobrado,"0,4573","0,5061","0,5389","0,3269"
Norte,PA,Juruti,"0,4572","0,4643","0,4295","0,4777"
Nordeste,PE,Tupanatinga,"0,4572","0,5100","0,5935","0,2680"
Nordeste,PB,Itatuba,"0,4571","0,4977","0,5192","0,3544"
Nordeste,PI,Massapê do Piauí,"0,4570","0,5646","0,5605","0,2459"
Nordeste,BA,Igrapiúna,"0,4570","0,4943","0,4380","0,4386"
Nordeste,PI,Bom Princípio do Piauí,"0,4569","0,4291","0,5704","0,3711"
Nordeste,PI,São Braz do Piauí,"0,4569","0,6191","0,4952","0,2565"
Norte,TO,Conceição do Tocantins,"0,4568","0,5012","0,4797","0,3895"
Nordeste,PE,Santa Maria da Boa Vista,"0,4567","0,4815","0,5620","0,3267"
Nordeste,BA,Itiruçu,"0,4563","0,5847","0,4170","0,3672"
Nordeste,BA,Muquém do São Francisco,"0,4561","0,3713","0,4600","0,5369"
Nordeste,BA,Mulungu do Morro,"0,4560","0,4766","0,5998","0,2917"
Nordeste,MA,Buriticupu,"0,4557","0,4910","0,4774","0,3987"
Nordeste,PE,São João,"0,4557","0,5663","0,4822","0,3186"
Nordeste,BA,Itaju do Colônia,"0,4557","0,4354","0,4919","0,4398"
Nordeste,PE,Manari,"0,4556","0,5020","0,5928","0,2719"
Nordeste,MA,Pirapemas,"0,4555","0,5571","0,5188","0,2907"
Nordeste,PI,Brejo do Piauí,"0,4555","0,5907","0,4891","0,2866"
Norte,PA,Uruará,"0,4554","0,4407","0,4275","0,4980"
Nordeste,MA,Afonso Cunha,"0,4554","0,4990","0,5921","0,2751"
Nordeste,MA,Lagoa do Mato,"0,4554","0,6505","0,4352","0,2804"
Nordeste,PI,Várzea Branca,"0,4553","0,5502","0,6241","0,1917"
Nordeste,BA,Curaçá,"0,4553","0,4180","0,5644","0,3834"
Nordeste,PI,Redenção do Gurguéia,"0,4552","0,5719","0,5074","0,2864"
Norte,AM,Itacoatiara,"0,4550","0,4304","0,4867","0,4480"
Nordeste,MA,Igarapé Grande,"0,4547","0,5863","0,4844","0,2933"
Nordeste,BA,Itaeté,"0,4547","0,5751","0,5512","0,2379"
Nordeste,BA,Mansidão,"0,4547","0,4084","0,7055","0,2503"
Nordeste,BA,Tucano,"0,4547","0,4720","0,5351","0,3570"
Nordeste,PB,Capim,"0,4546","0,5198","0,5247","0,3192"
Nordeste,PB,Maturéia,"0,4546","0,4925","0,5755","0,2958"
Nordeste,MA,Parnarama,"0,4544","0,5715","0,4355","0,3561"
Norte,TO,São Sebastião do Tocantins,"0,4538","0,5940","0,4483","0,3192"
Nordeste,PB,Tavares,"0,4538","0,5393","0,5052","0,3168"
Nordeste,BA,Santana,"0,4538","0,4938","0,4639","0,4038"
Norte,AC,Plácido de Castro,"0,4535","0,4216","0,3778","0,5612"
Nordeste,PI,Sigefredo Pacheco,"0,4535","0,5732","0,5627","0,2247"
Norte,TO,Paranã,"0,4534","0,4852","0,4642","0,4108"
Nordeste,MA,Carutapera,"0,4534","0,5717","0,4512","0,3372"
Nordeste,BA,Boa Vista do Tupim,"0,4533","0,3799","0,6509","0,3291"
Nordeste,MA,Pinheiro,"0,4532","0,5832","0,3761","0,4004"
Nordeste,MA,Tuntum,"0,4531","0,5502","0,5009","0,3082"
Nordeste,MA,Lago dos Rodrigues,"0,4529","0,5874","0,4395","0,3319"
Nordeste,RN,Senador Elói de Souza,"0,4527","0,4369","0,6315","0,2896"
Nordeste,MA,Olinda Nova do Maranhão,"0,4526","0,5352","0,5091","0,3136"
Nordeste,PI,Canavieira,"0,4526","0,5613","0,4471","0,3493"
Nordeste,RN,Taipu,"0,4526","0,3582","0,6423","0,3574"
Nordeste,BA,Mascote,"0,4526","0,5141","0,4324","0,4112"
Nordeste,PI,Luís Correia,"0,4523","0,4996","0,4503","0,4070"
Nordeste,BA,Arataca,"0,4523","0,3593","0,5204","0,4771"
Centro-Oeste,MS,Coronel Sapucaia,"0,4523","0,5479","0,4077","0,4012"
Nordeste,PI,São José do Piauí,"0,4521","0,5247","0,5564","0,2752"
Nordeste,BA,Souto Soares,"0,4521","0,6126","0,4575","0,2861"
Nordeste,PE,Lagoa dos Gatos,"0,4519","0,5831","0,5081","0,2644"
Nordeste,BA,Cachoeira,"0,4519","0,3787","0,4968","0,4801"
Sudeste,MG,Ouro Verde de Minas,"0,4517","0,5468","0,5029","0,3055"
Nordeste,PI,Avelino Lopes,"0,4515","0,5781","0,5257","0,2507"
Nordeste,PB,Desterro,"0,4513","0,6098","0,4432","0,3010"
Nordeste,AL,Paulo Jacinto,"0,4513","0,5357","0,5499","0,2682"
Sudeste,MG,Bocaina de Minas,"0,4513","0,4445","0,4105","0,4989"
Nordeste,BA,Uauá,"0,4511","0,5313","0,4868","0,3353"
Norte,TO,Ponte Alta do Bom Jesus,"0,4510","0,3562","0,6396","0,3571"
Nordeste,BA,Camamu,"0,4510","0,3661","0,5379","0,4491"
Norte,PA,Placas,"0,4507","0,5558","0,3871","0,4091"
Centro-Oeste,MT,Santa Terezinha,"0,4506","0,4252","0,3974","0,5293"
Nordeste,BA,Potiraguá,"0,4505","0,3534","0,5757","0,4225"
Norte,TO,Itacajá,"0,4504","0,5570","0,4042","0,3900"
Nordeste,AL,Campo Grande,"0,4504","0,5276","0,5909","0,2328"
Nordeste,BA,Presidente Dutra,"0,4503","0,5056","0,5442","0,3012"
Nordeste,PI,Santa Rosa do Piauí,"0,4502","0,6725","0,3553","0,3229"
Nordeste,MA,Santa Helena,"0,4500","0,5555","0,4294","0,3651"
Nordeste,MA,Viana,"0,4499","0,5977","0,3802","0,3718"
Sudeste,MG,Bonito de Minas,"0,4499","0,4976","0,5263","0,3257"
Nordeste,BA,Salinas da Margarida,"0,4498","0,5055","0,5408","0,3032"
Nordeste,PE,Caetés,"0,4497","0,5355","0,5635","0,2501"
Nordeste,MA,Ribamar Fiquene,"0,4496","0,4305","0,5527","0,3656"
Nordeste,PI,Alagoinha do Piauí,"0,4494","0,5952","0,5302","0,2227"
Nordeste,PI,Júlio Borges,"0,4493","0,5426","0,4776","0,3276"
Norte,PA,Santa Maria do Pará,"0,4492","0,5630","0,3958","0,3889"
Nordeste,PI,Matias Olímpio,"0,4492","0,5785","0,4707","0,2985"
Nordeste,PI,Joca Marques,"0,4490","0,6944","0,3948","0,2579"
Nordeste,BA,Apuarema,"0,4490","0,4059","0,6070","0,3342"
Norte,PA,Mojuí dos Campos,"0,4489","0,4077","0,6170","0,3221"
Nordeste,PI,Batalha,"0,4485","0,5775","0,4657","0,3022"
Nordeste,MA,Esperantinópolis,"0,4484","0,4963","0,4901","0,3588"
Nordeste,PB,São José de Piranhas,"0,4484","0,5335","0,4901","0,3215"
Nordeste,BA,Manoel Vitorino,"0,4484","0,3390","0,6478","0,3583"
Nordeste,PI,Barra D'Alcântara,"0,4482","0,5745","0,4929","0,2772"
Norte,PA,Bannach,"0,4480","0,2124","0,4679","0,6636"
Nordeste,MA,Água Doce do Maranhão,"0,4480","0,5174","0,5804","0,2461"
Nordeste,BA,Água Fria,"0,4480","0,3867","0,5804","0,3768"
Nordeste,MA,Peritoró,"0,4477","0,5411","0,4537","0,3484"
Nordeste,BA,Piritiba,"0,4475","0,4718","0,5795","0,2913"
Nordeste,PI,Aroeiras do Itaim,"0,4474","0,6329","0,3337","0,3755"
Nordeste,BA,Glória,"0,4473","0,4709","0,5659","0,3051"
Nordeste,BA,Itapicuru,"0,4473","0,4326","0,5376","0,3716"
Nordeste,MA,Lago da Pedra,"0,4472","0,5137","0,4521","0,3758"
Nordeste,BA,Sátiro Dias,"0,4472","0,3925","0,5213","0,4279"
Nordeste,PE,Frei Miguelinho,"0,4471","0,4937","0,5650","0,2826"
Nordeste,PI,Patos do Piauí,"0,4466","0,6890","0,4111","0,2397"
Nordeste,PE,Buíque,"0,4464","0,4983","0,5217","0,3191"
Nordeste,BA,Cipó,"0,4464","0,4119","0,6200","0,3072"
Nordeste,PE,Catende,"0,4461","0,4655","0,5074","0,3654"
Nordeste,BA,Ibipeba,"0,4461","0,3973","0,5886","0,3525"
Nordeste,BA,Brejões,"0,4457","0,5220","0,4661","0,3491"
Norte,PA,Abel Figueiredo,"0,4455","0,3858","0,5425","0,4083"
Nordeste,PE,Alagoinha,"0,4453","0,5037","0,4995","0,3326"
Nordeste,PI,Lagoa do Sítio,"0,4449","0,6406","0,4775","0,2167"
Nordeste,BA,Ponto Novo,"0,4449","0,4481","0,6083","0,2783"
Nordeste,PB,Mulungu,"0,4447","0,4300","0,5447","0,3595"
Norte,AP,Laranjal do Jari,"0,4446","0,4326","0,4893","0,4120"
Nordeste,RN,Jardim de Angicos,"0,4446","0,4902","0,5625","0,2810"
Nordeste,MA,Barra do Corda,"0,4445","0,4388","0,4696","0,4251"
Norte,PA,Rurópolis,"0,4444","0,4378","0,4736","0,4219"
Sul,RS,Charrua,"0,4442","0,3777","0,4121","0,5428"
Nordeste,MA,Santa Luzia do Paruá,"0,4441","0,6286","0,3514","0,3522"
Nordeste,BA,Ribeirão do Largo,"0,4440","0,4279","0,5467","0,3574"
Nordeste,BA,Saúde,"0,4440","0,5496","0,4961","0,2863"
Nordeste,MA,Barreirinhas,"0,4439","0,4940","0,4135","0,4242"
Nordeste,MA,São Domingos do Azeitão,"0,4439","0,5149","0,3873","0,4296"
Nordeste,MA,Timbiras,"0,4439","0,5186","0,4969","0,3163"
Nordeste,PE,Iati,"0,4436","0,5332","0,5338","0,2638"
Nordeste,BA,Conde,"0,4435","0,3587","0,5742","0,3976"
Nordeste,PB,Juarez Távora,"0,4434","0,4997","0,5052","0,3254"
Norte,PA,Ourém,"0,4433","0,5520","0,4911","0,2869"
Nordeste,BA,Esplanada,"0,4433","0,3473","0,4559","0,5266"
Sudeste,MG,Palmópolis,"0,4433","0,4715","0,5448","0,3136"
Nordeste,BA,Quijingue,"0,4431","0,4375","0,5889","0,3030"
Nordeste,BA,Sento Sé,"0,4428","0,4503","0,4823","0,3957"
Nordeste,PE,Paranatama,"0,4427","0,5426","0,5444","0,2411"
Nordeste,BA,Santanópolis,"0,4427","0,4132","0,5380","0,3768"
Norte,PA,Colares,"0,4426","0,5116","0,4914","0,3248"
Nordeste,BA,Itajuípe,"0,4425","0,4153","0,4308","0,4814"
Nordeste,RN,Maxaranguape,"0,4424","0,3558","0,5588","0,4127"
Norte,PA,São Félix do Xingu,"0,4423","0,3453","0,3714","0,6101"
Nordeste,SE,Gracho Cardoso,"0,4423","0,4755","0,5378","0,3137"
Nordeste,BA,Coribe,"0,4423","0,5283","0,4642","0,3344"
Nordeste,RN,Triunfo Potiguar,"0,4418","0,4326","0,6364","0,2564"
Nordeste,SE,Brejo Grande,"0,4417","0,5680","0,4283","0,3287"
Nordeste,BA,Catolândia,"0,4417","0,3969","0,5518","0,3765"
Centro-Oeste,GO,Monte Alegre de Goiás,"0,4416","0,4374","0,4547","0,4326"
Norte,PA,Eldorado do Carajás,"0,4415","0,4766","0,3902","0,4578"
Nordeste,SE,Canhoba,"0,4415","0,6658","0,3528","0,3058"
Nordeste,BA,Sítio do Quinto,"0,4414","0,4951","0,5704","0,2587"
Norte,AM,Itapiranga,"0,4410","0,5360","0,5078","0,2792"
Nordeste,MA,Igarapé do Meio,"0,4410","0,5028","0,4398","0,3804"
Nordeste,PI,Bocaina,"0,4406","0,6414","0,4029","0,2775"
Nordeste,MA,Nina Rodrigues,"0,4405","0,5796","0,4492","0,2928"
Nordeste,PI,Assunção do Piauí,"0,4405","0,6660","0,4709","0,1847"
Nordeste,PI,Caxingó,"0,4404","0,5357","0,4336","0,3518"
Nordeste,BA,Candeal,"0,4403","0,4328","0,5794","0,3088"
Norte,RO,Nova Mamoré,"0,4396","0,4257","0,3880","0,5052"
Nordeste,PI,Cristino Castro,"0,4396","0,4503","0,5263","0,3423"
Norte,PA,Faro,"0,4394","0,6147","0,4434","0,2600"
Nordeste,PI,Riacho Frio,"0,4394","0,5231","0,5368","0,2583"
Nordeste,PI,Gilbués,"0,4391","0,4009","0,5302","0,3863"
Nordeste,PI,Ilha Grande,"0,4385","0,5390","0,4793","0,2971"
Nordeste,BA,Xique-Xique,"0,4384","0,4376","0,4769","0,4008"
Nordeste,SE,Indiaroba,"0,4383","0,5100","0,4626","0,3423"
Nordeste,PE,Ilha de Itamaracá,"0,4382","0,5020","0,4831","0,3296"
Nordeste,BA,Itarantim,"0,4380","0,5119","0,2943","0,5078"
Nordeste,PI,São Francisco de Assis do Piauí,"0,4377","0,4964","0,5489","0,2677"
Nordeste,PI,Murici dos Portelas,"0,4374","0,4351","0,5478","0,3292"
Nordeste,PB,Massaranduba,"0,4373","0,5181","0,4814","0,3123"
Nordeste,BA,São Miguel das Matas,"0,4373","0,4517","0,4962","0,3640"
Nordeste,PB,Marcação,"0,4372","0,3807","0,5924","0,3386"
Nordeste,BA,Almadina,"0,4370","0,4532","0,4912","0,3666"
Nordeste,MA,Cedral,"0,4369","0,6630","0,3883","0,2595"
Nordeste,BA,Uruçuca,"0,4368","0,3931","0,5013","0,4161"
Nordeste,MA,Buritirana,"0,4367","0,4375","0,5456","0,3271"
Nordeste,PI,Paquetá,"0,4367","0,4948","0,6136","0,2018"
Nordeste,BA,Palmeiras,"0,4367","0,4071","0,4918","0,4111"
Norte,TO,Carrasco Bonito,"0,4366","0,4848","0,5198","0,3052"
Nordeste,MA,Brejo,"0,4366","0,6113","0,3974","0,3010"
Norte,AM,Iranduba,"0,4365","0,3758","0,4496","0,4842"
Nordeste,MA,Cururupu,"0,4363","0,5330","0,4672","0,3088"
Nordeste,PE,Pedra,"0,4362","0,5258","0,4667","0,3161"
Nordeste,PI,Curral Novo do Piauí,"0,4361","0,5426","0,4979","0,2679"
Nordeste,RN,Venha-Ver,"0,4360","0,5222","0,5155","0,2703"
Nordeste,PB,Boqueirão,"0,4358","0,4543","0,4969","0,3562"
Nordeste,SE,Gararu,"0,4358","0,5056","0,5258","0,2759"
Nordeste,BA,Serra do Ramalho,"0,4358","0,4511","0,4879","0,3684"
Norte,AM,Manicoré,"0,4357","0,4329","0,5025","0,3717"
Norte,RO,Guajará-Mirim,"0,4354","0,4859","0,2773","0,5431"
Nordeste,PI,Pimenteiras,"0,4353","0,4792","0,5933","0,2333"
Nordeste,PE,Inajá,"0,4352","0,4547","0,4950","0,3560"
Nordeste,MA,São Bernardo,"0,4351","0,6210","0,3790","0,3052"
Nordeste,MA,Cidelândia,"0,4349","0,4764","0,4388","0,3894"
Nordeste,BA,Caldeirão Grande,"0,4349","0,6030","0,4752","0,2265"
Nordeste,BA,Rafael Jambeiro,"0,4348","0,3842","0,5897","0,3305"
Nordeste,SE,Areia Branca,"0,4346","0,4746","0,4109","0,4183"
Nordeste,BA,Wagner,"0,4344","0,5258","0,4510","0,3264"
Norte,AM,Careiro,"0,4336","0,4987","0,4094","0,3926"
Nordeste,RN,São Pedro,"0,4335","0,5136","0,4841","0,3027"
Nordeste,PE,Tacaratu,"0,4335","0,5328","0,4678","0,2998"
Nordeste,BA,Tabocas do Brejo Velho,"0,4334","0,4669","0,5121","0,3213"
Nordeste,PB,Livramento,"0,4332","0,5057","0,4563","0,3375"
Nordeste,RN,Bento Fernandes,"0,4331","0,4496","0,5582","0,2914"
Nordeste,PI,Monsenhor Hipólito,"0,4329","0,7555","0,2553","0,2878"
Nordeste,MA,Matões do Norte,"0,4328","0,5392","0,4485","0,3106"
Nordeste,BA,Nova Soure,"0,4327","0,4061","0,5121","0,3800"
Nordeste,BA,Remanso,"0,4327","0,4165","0,4918","0,3897"
Norte,AP,Amapá,"0,4326","0,4870","0,4393","0,3715"
Nordeste,BA,Inhambupe,"0,4326","0,3165","0,5376","0,4438"
Nordeste,PB,São Sebastião de Lagoa de Roça,"0,4325","0,4676","0,5141","0,3157"
