Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda
Sudeste,SP,Canas,"0,5960","0,6826","0,4298","0,6756"
Sudeste,SP,Flora Rica,"0,5959","0,5098","0,7385","0,5395"
Nordeste,CE,Acarape,"0,5958","0,7420","0,6441","0,4013"
Nordeste,CE,Tejuçuoca,"0,5958","0,7479","0,6637","0,3759"
Sul,RS,Caibaté,"0,5956","0,5998","0,4284","0,7585"
Centro-Oeste,MT,Salto do Céu,"0,5956","0,7264","0,4456","0,6147"
Norte,PA,Rio Maria,"0,5955","0,4885","0,5463","0,7517"
Nordeste,PI,Buriti dos Montes,"0,5955","0,7955","0,7347","0,2563"
Nordeste,CE,Antonina do Norte,"0,5955","0,7368","0,7123","0,3373"
Nordeste,CE,Itaiçaba,"0,5955","0,7837","0,6201","0,3826"
Nordeste,BA,Madre de Deus,"0,5955","0,5759","0,6368","0,5738"
Norte,RO,Buritis,"0,5954","0,5130","0,5763","0,6968"
Sul,RS,Dilermando de Aguiar,"0,5954","0,5120","0,6684","0,6058"
Sul,RS,Nova Ramada,"0,5954","0,5304","0,6711","0,5847"
Sul,PR,Ramilândia,"0,5953","0,6992","0,5492","0,5376"
Sul,SC,São José do Cerrito,"0,5953","0,6167","0,6583","0,5109"
Nordeste,BA,Ibicoara,"0,5952","0,4593","0,6053","0,7210"
Sul,RS,Encruzilhada do Sul,"0,5952","0,5552","0,5336","0,6968"
Sudeste,MG,Guaraciaba,"0,5951","0,5480","0,5660","0,6712"
Sudeste,MG,Nanuque,"0,5951","0,5861","0,5656","0,6336"
Nordeste,PI,Parnaíba,"0,5949","0,5400","0,6464","0,5984"
Sudeste,MG,Espírito Santo do Dourado,"0,5949","0,5787","0,6345","0,5716"
Sul,RS,Arambaré,"0,5949","0,5281","0,6610","0,5956"
Nordeste,MA,Porto Franco,"0,5948","0,7225","0,5018","0,5601"
Sudeste,MG,Pingo-d'Água,"0,5948","0,7427","0,6097","0,4321"
Centro-Oeste,MS,Amambai,"0,5948","0,6175","0,4315","0,7355"
Sudeste,MG,São Tiago,"0,5947","0,7165","0,4419","0,6258"
Sul,RS,Capão do Cipó,"0,5947","0,4724","0,7216","0,5900"
Nordeste,CE,Ipu,"0,5944","0,7550","0,6301","0,3981"
Sudeste,MG,Patrocínio do Muriaé,"0,5944","0,5265","0,6893","0,5673"
Sudeste,MG,Virgem da Lapa,"0,5943","0,6086","0,6496","0,5246"
Sudeste,ES,Ponto Belo,"0,5943","0,6876","0,5976","0,4977"
Sul,RS,Gramado dos Loureiros,"0,5943","0,6398","0,6475","0,4955"
Norte,PA,Curionópolis,"0,5942","0,7252","0,4793","0,5781"
Norte,TO,Lajeado,"0,5942","0,6972","0,4734","0,6120"
Centro-Oeste,MT,Santo Antônio do Leverger,"0,5942","0,6107","0,4714","0,7005"
Sudeste,MG,Santana dos Montes,"0,5940","0,6446","0,6910","0,4464"
Norte,TO,Luzinópolis,"0,5939","0,6557","0,6602","0,4658"
Norte,TO,Santa Maria do Tocantins,"0,5938","0,6526","0,5621","0,5667"
Sudeste,MG,Goianá,"0,5937","0,6155","0,5642","0,6015"
Norte,PA,Novo Progresso,"0,5936","0,5269","0,5307","0,7231"
Sul,RS,Colorado,"0,5936","0,6438","0,5144","0,6225"
Sul,PR,São João do Triunfo,"0,5934","0,6234","0,5770","0,5797"
Sul,SC,Coronel Martins,"0,5934","0,6695","0,6103","0,5004"
Norte,TO,Miracema do Tocantins,"0,5933","0,6328","0,5914","0,5557"
Nordeste,RN,Jucurutu,"0,5933","0,5128","0,7521","0,5151"
Nordeste,BA,Governador Mangabeira,"0,5933","0,6206","0,6541","0,5052"
Centro-Oeste,GO,Cidade Ocidental,"0,5933","0,6037","0,6507","0,5256"
Nordeste,CE,Pacoti,"0,5932","0,7559","0,6038","0,4199"
Sudeste,MG,Resplendor,"0,5932","0,6117","0,5330","0,6349"
Centro-Oeste,GO,Amaralina,"0,5932","0,5777","0,7370","0,4648"
Centro-Oeste,MT,Ribeirãozinho,"0,5931","0,7874","0,3860","0,6059"
Nordeste,PI,Água Branca,"0,5930","0,7811","0,5635","0,4344"
Nordeste,AL,Penedo,"0,5930","0,6726","0,5599","0,5464"
Sudeste,RJ,Sumidouro,"0,5930","0,5546","0,6601","0,5643"
Sul,RS,Jaquirana,"0,5930","0,4635","0,6110","0,7046"
Centro-Oeste,GO,Campos Belos,"0,5930","0,6756","0,5652","0,5381"
Nordeste,RN,Baía Formosa,"0,5928","0,5154","0,5379","0,7251"
Sudeste,MG,Porto Firme,"0,5928","0,6783","0,6928","0,4072"
Sudeste,MG,Presidente Bernardes,"0,5928","0,6074","0,7510","0,4200"
Nordeste,BA,Licínio de Almeida,"0,5927","0,7206","0,6464","0,4111"
Sudeste,MG,Chácara,"0,5927","0,5778","0,6557","0,5445"
Sudeste,SP,Cananéia,"0,5926","0,5949","0,6089","0,5739"
Nordeste,PE,Cupira,"0,5925","0,7023","0,6129","0,4624"
Sul,PR,Rio Branco do Ivaí,"0,5925","0,6124","0,6671","0,4979"
Sudeste,MG,Casa Grande,"0,5924","0,5033","0,7412","0,5326"
Centro-Oeste,GO,Jaupaci,"0,5924","0,6208","0,5929","0,5634"
Sul,PR,Cândido de Abreu,"0,5923","0,6621","0,5806","0,5341"
Nordeste,PI,Santa Filomena,"0,5922","0,5018","0,5960","0,6788"
Sul,SC,Barra Bonita,"0,5922","0,5536","0,6731","0,5498"
Nordeste,MA,Pedreiras,"0,5920","0,6925","0,5654","0,5181"
Sudeste,MG,Lontra,"0,5920","0,8045","0,5160","0,4556"
Sudeste,MG,Brasília de Minas,"0,5919","0,6406","0,6580","0,4772"
Nordeste,AL,Messias,"0,5918","0,6787","0,6107","0,4859"
Sul,SC,Zortéa,"0,5918","0,6370","0,6191","0,5194"
Norte,TO,Aliança do Tocantins,"0,5917","0,7216","0,5161","0,5374"
Nordeste,PE,Macaparana,"0,5914","0,6829","0,6446","0,4467"
Sul,RS,Estrela Velha,"0,5914","0,5311","0,6539","0,5892"
Centro-Oeste,MS,Rio Negro,"0,5914","0,6137","0,4142","0,7463"
Sudeste,MG,Glaucilândia,"0,5913","0,6117","0,7248","0,4374"
Sul,RS,São Martinho da Serra,"0,5913","0,6081","0,6664","0,4994"
Sul,RS,Liberato Salzano,"0,5912","0,6042","0,6638","0,5057"
Centro-Oeste,GO,Cristianópolis,"0,5912","0,5267","0,7109","0,5360"
Norte,PA,Ananindeua,"0,5911","0,5930","0,5636","0,6168"
Nordeste,PB,Sousa,"0,5910","0,5806","0,6570","0,5355"
Sudeste,MG,Minas Novas,"0,5910","0,6311","0,6806","0,4613"
Nordeste,MA,São José de Ribamar,"0,5909","0,7771","0,4696","0,5259"
Nordeste,CE,Chorozinho,"0,5909","0,7764","0,6414","0,3548"
Sudeste,MG,Pratinha,"0,5909","0,5762","0,4715","0,7250"
Centro-Oeste,GO,Amorinópolis,"0,5909","0,6954","0,5714","0,5059"
Nordeste,BA,Amargosa,"0,5908","0,6410","0,6392","0,4921"
Sudeste,MG,Cabeceira Grande,"0,5908","0,7672","0,4324","0,5729"
Nordeste,RN,Apodi,"0,5907","0,6018","0,6790","0,4912"
Nordeste,AL,Batalha,"0,5907","0,7330","0,6276","0,4114"
Centro-Oeste,GO,Aragarças,"0,5907","0,6639","0,5292","0,5791"
Sudeste,MG,Mesquita,"0,5906","0,6365","0,7033","0,4320"
Nordeste,MA,Presidente Dutra,"0,5905","0,6460","0,5862","0,5393"
Nordeste,CE,Arneiroz,"0,5905","0,7454","0,7709","0,2553"
Sudeste,MG,Itaobim,"0,5905","0,6318","0,5960","0,5436"
Sudeste,MG,Conceição da Barra de Minas,"0,5903","0,6128","0,7109","0,4472"
Centro-Oeste,MS,Bodoquena,"0,5903","0,5192","0,4544","0,7974"
Nordeste,AL,Mar Vermelho,"0,5902","0,7303","0,6866","0,3538"
Sudeste,MG,Carvalhos,"0,5902","0,6503","0,6460","0,4743"
Nordeste,BA,Dias d'Ávila,"0,5901","0,5081","0,6295","0,6328"
Sudeste,MG,Coqueiral,"0,5901","0,5692","0,6227","0,5784"
Nordeste,CE,Beberibe,"0,5900","0,7279","0,5456","0,4966"
Sudeste,MG,Cristiano Otoni,"0,5899","0,4937","0,6711","0,6049"
Norte,RO,Nova Brasilândia D'Oeste,"0,5897","0,6377","0,5085","0,6228"
Sudeste,SP,Tarabai,"0,5896","0,7057","0,4503","0,6129"
Sudeste,MG,Piranguçu,"0,5894","0,5670","0,6875","0,5137"
Centro-Oeste,MS,Ladário,"0,5893","0,6181","0,6471","0,5028"
Sul,RS,Jari,"0,5892","0,5816","0,6251","0,5609"
Centro-Oeste,GO,Mambaí,"0,5890","0,5048","0,6286","0,6335"
Nordeste,PE,Santa Cruz do Capibaribe,"0,5887","0,6029","0,5749","0,5884"
Sudeste,ES,Apiacá,"0,5887","0,6519","0,6474","0,4667"
Sul,RS,Balneário Pinhal,"0,5887","0,5299","0,6815","0,5546"
Centro-Oeste,MT,Poxoréu,"0,5887","0,5846","0,5181","0,6634"
Centro-Oeste,GO,Novo Brasil,"0,5887","0,6607","0,6056","0,4999"
Sudeste,MG,Tumiritinga,"0,5885","0,7602","0,4831","0,5222"
Centro-Oeste,GO,Faina,"0,5883","0,5612","0,7029","0,5007"
Norte,TO,Chapada da Natividade,"0,5881","0,5678","0,5983","0,5982"
Nordeste,CE,Várzea Alegre,"0,5881","0,7778","0,6146","0,3719"
Centro-Oeste,MT,Apiacás,"0,5877","0,5626","0,4783","0,7222"
Sudeste,MG,Volta Grande,"0,5876","0,7076","0,4210","0,6342"
Nordeste,BA,Candeias,"0,5875","0,4551","0,6467","0,6607"
Sudeste,MG,Bom Jesus do Galho,"0,5874","0,5985","0,6937","0,4701"
Sul,SC,Santa Terezinha do Progresso,"0,5874","0,6425","0,5516","0,5681"
Norte,TO,Crixás do Tocantins,"0,5873","0,5553","0,6077","0,5990"
Nordeste,PE,Serra Talhada,"0,5873","0,6262","0,5902","0,5454"
Nordeste,AL,Rio Largo,"0,5870","0,5723","0,5261","0,6627"
Sul,SC,Imaruí,"0,5870","0,6172","0,5235","0,6202"
Sudeste,MG,Abre Campo,"0,5869","0,5852","0,5931","0,5823"
Centro-Oeste,GO,Ouro Verde de Goiás,"0,5869","0,6579","0,5221","0,5808"
Nordeste,PB,Carrapateira,"0,5868","0,7797","0,6273","0,3533"
Sul,RS,Formigueiro,"0,5868","0,5180","0,6864","0,5559"
Nordeste,AL,Feliz Deserto,"0,5867","0,7592","0,5594","0,4415"
Nordeste,CE,Novo Oriente,"0,5863","0,8453","0,6017","0,3119"
Centro-Oeste,GO,Moiporá,"0,5863","0,4711","0,7417","0,5460"
Nordeste,BA,Itatim,"0,5862","0,5699","0,6684","0,5202"
Centro-Oeste,MT,Porto Estrela,"0,5862","0,5479","0,5915","0,6193"
Nordeste,CE,General Sampaio,"0,5861","0,7823","0,6307","0,3453"
Nordeste,RN,Macau,"0,5861","0,6348","0,5519","0,5715"
Sudeste,MG,Engenheiro Caldas,"0,5861","0,7016","0,5137","0,5431"
Nordeste,CE,Tauá,"0,5860","0,7892","0,5551","0,4136"
Nordeste,RN,Espírito Santo,"0,5860","0,5338","0,6982","0,5260"
Nordeste,PB,Riachão,"0,5859","0,6985","0,6478","0,4115"
Sudeste,MG,Galiléia,"0,5858","0,6383","0,5349","0,5842"
Nordeste,PE,Salgadinho,"0,5856","0,6794","0,7241","0,3532"
Sudeste,MG,Liberdade,"0,5856","0,5859","0,6600","0,5110"
Sudeste,MG,Rio Pardo de Minas,"0,5854","0,6877","0,6667","0,4019"
Nordeste,CE,Senador Pompeu,"0,5853","0,7609","0,4938","0,5013"
Centro-Oeste,GO,São Patrício,"0,5853","0,4524","0,5386","0,7649"
Nordeste,CE,Pacatuba,"0,5852","0,6655","0,5825","0,5076"
Sudeste,RJ,Paty do Alferes,"0,5851","0,5788","0,5948","0,5818"
Sudeste,MG,Nova União,"0,5850","0,6040","0,6247","0,5263"
Sudeste,RJ,Seropédica,"0,5850","0,5206","0,5658","0,6686"
Nordeste,BA,Andorinha,"0,5849","0,5278","0,7102","0,5166"
Sudeste,MG,Santo Antônio do Aventureiro,"0,5849","0,5912","0,6287","0,5348"
Nordeste,PI,Queimada Nova,"0,5848","0,5671","0,6845","0,5028"
Nordeste,AL,Matriz de Camaragibe,"0,5848","0,6164","0,5427","0,5952"
Nordeste,PI,Antônio Almeida,"0,5846","0,6682","0,5458","0,5397"
Nordeste,BA,Itagibá,"0,5846","0,5080","0,5885","0,6573"
Sul,PR,Itaúna do Sul,"0,5845","0,6414","0,5469","0,5651"
Sudeste,SP,Itaoca,"0,5844","0,7404","0,5094","0,5035"
Nordeste,RN,Major Sales,"0,5842","0,6526","0,7942","0,3057"
Sudeste,MG,Verdelândia,"0,5841","0,7477","0,5312","0,4735"
Sudeste,MG,Gonzaga,"0,5840","0,6590","0,6563","0,4368"
Sudeste,ES,Água Doce do Norte,"0,5840","0,6591","0,6132","0,4798"
Centro-Oeste,GO,São Miguel do Passa Quatro,"0,5840","0,5873","0,5037","0,6609"
Norte,TO,Pugmil,"0,5839","0,6813","0,5210","0,5494"
Sudeste,MG,Inimutaba,"0,5839","0,5484","0,6376","0,5656"
Sudeste,SP,Álvaro de Carvalho,"0,5838","0,7086","0,4844","0,5585"
Sudeste,SP,Rio Grande da Serra,"0,5838","0,7035","0,5573","0,4906"
Nordeste,CE,Boa Viagem,"0,5837","0,7260","0,6250","0,4000"
Nordeste,CE,Graça,"0,5837","0,8240","0,6812","0,2458"
Sudeste,MG,Rio Espera,"0,5837","0,7692","0,6441","0,3378"
Sudeste,MG,Coronel Murta,"0,5836","0,7283","0,6203","0,4023"
Nordeste,BA,Simões Filho,"0,5835","0,4828","0,4568","0,8108"
Centro-Oeste,MT,Acorizal,"0,5835","0,6019","0,6225","0,5260"
Sudeste,RJ,Conceição de Macabu,"0,5833","0,6585","0,5560","0,5353"
Nordeste,BA,Teixeira de Freitas,"0,5832","0,4703","0,6061","0,6733"
Sudeste,MG,Coração de Jesus,"0,5832","0,6787","0,7087","0,3621"
Nordeste,CE,Fortim,"0,5831","0,7271","0,5247","0,4975"
Norte,TO,Maurilândia do Tocantins,"0,5830","0,6534","0,6615","0,4342"
Nordeste,PE,Olinda,"0,5830","0,5639","0,5310","0,6540"
Nordeste,AL,Maribondo,"0,5830","0,7036","0,6236","0,4218"
Centro-Oeste,GO,Cocalzinho de Goiás,"0,5830","0,6413","0,5655","0,5422"
Nordeste,PB,Emas,"0,5829","0,7394","0,6425","0,3669"
Sudeste,MG,São Bento Abade,"0,5828","0,6622","0,6356","0,4507"
Sudeste,MG,Monte Azul,"0,5827","0,7580","0,5962","0,3939"
Nordeste,PE,Itapissuma,"0,5826","0,6124","0,4868","0,6487"
Sul,RS,Santa Margarida do Sul,"0,5826","0,4759","0,6514","0,6206"
Nordeste,CE,Pindoretama,"0,5825","0,7355","0,5557","0,4563"
Nordeste,BA,Valente,"0,5825","0,6349","0,6326","0,4801"
Centro-Oeste,GO,Sítio d'Abadia,"0,5825","0,5636","0,7318","0,4521"
Sudeste,MG,Patis,"0,5824","0,7550","0,7188","0,2735"
Sudeste,MG,Ribeirão das Neves,"0,5824","0,6098","0,5163","0,6212"
Sudeste,MG,Sobrália,"0,5823","0,7310","0,5882","0,4278"
Centro-Oeste,GO,Cachoeira de Goiás,"0,5823","0,5861","0,6403","0,5205"
Nordeste,PI,Cabeceiras do Piauí,"0,5821","0,7206","0,6698","0,3558"
Nordeste,BA,Porto Seguro,"0,5821","0,4479","0,5229","0,7756"
Sudeste,MG,Rio Manso,"0,5819","0,6163","0,6195","0,5099"
Nordeste,RN,Rafael Godeiro,"0,5818","0,6770","0,6996","0,3687"
Centro-Oeste,GO,Portelândia,"0,5818","0,4148","0,5672","0,7633"
Centro-Oeste,GO,Terezópolis de Goiás,"0,5818","0,5345","0,5751","0,6359"
Nordeste,PI,Ipiranga do Piauí,"0,5817","0,7689","0,6432","0,3330"
Nordeste,CE,Quixadá,"0,5817","0,7032","0,5541","0,4877"
Sul,PR,Rio Bonito do Iguaçu,"0,5817","0,6118","0,6138","0,5194"
Sudeste,MG,Ipaba,"0,5816","0,6299","0,5971","0,5179"
Centro-Oeste,MT,Rosário Oeste,"0,5816","0,6001","0,5525","0,5921"
Nordeste,PI,Socorro do Piauí,"0,5815","0,7043","0,6722","0,3681"
Nordeste,RN,Pendências,"0,5815","0,5944","0,5405","0,6096"
Sudeste,MG,São José do Mantimento,"0,5815","0,7078","0,5849","0,4519"
Centro-Oeste,MT,Barão de Melgaço,"0,5815","0,5548","0,6470","0,5427"
Nordeste,PB,Joca Claudino,"0,5814","0,7338","0,6559","0,3544"
Sudeste,RJ,Quatis,"0,5814","0,5800","0,5297","0,6345"
Sul,RS,Sede Nova,"0,5814","0,5901","0,5274","0,6266"
Centro-Oeste,MT,Canabrava do Norte,"0,5814","0,4780","0,6310","0,6353"
Sudeste,MG,Pedro Teixeira,"0,5813","0,5366","0,7449","0,4623"
Nordeste,PE,Orobó,"0,5812","0,7152","0,6842","0,3442"
Sudeste,MG,Indaiabira,"0,5812","0,7709","0,6526","0,3202"
Nordeste,AL,São Luís do Quitunde,"0,5811","0,5935","0,4824","0,6674"
Sudeste,MG,Gameleiras,"0,5811","0,7699","0,6509","0,3224"
Nordeste,PI,Capitão Gervásio Oliveira,"0,5810","0,6129","0,6732","0,4570"
Norte,TO,Piraquê,"0,5809","0,5819","0,5442","0,6167"
Nordeste,CE,Assaré,"0,5809","0,7492","0,7028","0,2908"
Sudeste,MG,Centralina,"0,5808","0,5934","0,6076","0,5415"
Nordeste,PB,Pedras de Fogo,"0,5807","0,6269","0,5699","0,5453"
Sudeste,MG,Santa Cruz de Minas,"0,5807","0,4702","0,5835","0,6883"
Centro-Oeste,MT,Novo Horizonte do Norte,"0,5807","0,7170","0,4393","0,5858"
Sul,RS,São Miguel das Missões,"0,5806","0,5788","0,4901","0,6730"
Norte,PA,Castanhal,"0,5804","0,5236","0,5673","0,6503"
Sudeste,MG,Inhapim,"0,5804","0,6390","0,5495","0,5526"
Sul,RS,Ubiretama,"0,5804","0,6466","0,5984","0,4963"
Sul,PR,Morretes,"0,5803","0,5535","0,5286","0,6587"
Sul,SC,Romelândia,"0,5803","0,5662","0,6420","0,5327"
Sul,RS,Novo Tiradentes,"0,5803","0,6916","0,5755","0,4739"
Nordeste,CE,Apuiarés,"0,5802","0,7575","0,6364","0,3468"
Sul,SC,Chapadão do Lageado,"0,5802","0,6667","0,4679","0,6059"
Nordeste,RN,Monte das Gameleiras,"0,5801","0,5924","0,7297","0,4181"
Nordeste,AL,Delmiro Gouveia,"0,5801","0,5263","0,7353","0,4786"
Sudeste,SP,Mariápolis,"0,5801","0,5992","0,6484","0,4928"
Sul,RS,Sinimbu,"0,5801","0,5708","0,5153","0,6542"
Sudeste,ES,Mantenópolis,"0,5800","0,7024","0,5413","0,4962"
Sudeste,MG,Santa Rita de Jacutinga,"0,5799","0,5931","0,6124","0,5342"
Centro-Oeste,GO,Bonópolis,"0,5798","0,5392","0,4775","0,7226"
Sudeste,MG,Veríssimo,"0,5797","0,4946","0,6012","0,6434"
Sul,RS,São Gabriel,"0,5797","0,5001","0,5723","0,6668"
Nordeste,BA,Barrocas,"0,5796","0,6092","0,5917","0,5378"
Nordeste,PE,Itambé,"0,5794","0,6284","0,5689","0,5409"
Sul,SC,Vargem,"0,5794","0,4874","0,5054","0,7455"
Centro-Oeste,GO,Fazenda Nova,"0,5794","0,6610","0,5668","0,5103"
Nordeste,CE,Trairi,"0,5793","0,6945","0,6192","0,4241"
Sudeste,MG,Alto Caparaó,"0,5793","0,5639","0,6481","0,5260"
Nordeste,PB,São José do Sabugi,"0,5792","0,7117","0,6969","0,3290"
Sudeste,RJ,Cachoeiras de Macacu,"0,5792","0,5186","0,6384","0,5806"
Sudeste,RJ,São Pedro da Aldeia,"0,5792","0,5190","0,5614","0,6571"
Nordeste,PI,Domingos Mourão,"0,5791","0,7817","0,6741","0,2815"
Nordeste,PI,Cocal de Telha,"0,5790","0,7270","0,6645","0,3454"
Nordeste,PE,Jaboatão dos Guararapes,"0,5790","0,5650","0,5624","0,6096"
Nordeste,SE,Amparo do São Francisco,"0,5790","0,6750","0,6161","0,4458"
Sudeste,MG,Curral de Dentro,"0,5789","0,6653","0,6766","0,3948"
Nordeste,PI,Marcolândia,"0,5788","0,6643","0,6957","0,3764"
Nordeste,RN,São Fernando,"0,5788","0,7533","0,4812","0,5020"
Sudeste,RJ,Quissamã,"0,5788","0,6362","0,5870","0,5132"
Nordeste,MA,Bacabal,"0,5787","0,6673","0,5959","0,4730"
Nordeste,CE,Pedra Branca,"0,5787","0,7991","0,6367","0,3002"
Sul,RS,Hulha Negra,"0,5787","0,4500","0,5523","0,7339"
Centro-Oeste,GO,Palestina de Goiás,"0,5787","0,6102","0,5440","0,5819"
Nordeste,CE,Granja,"0,5785","0,7910","0,6412","0,3033"
Nordeste,CE,Piquet Carneiro,"0,5785","0,7299","0,7058","0,2999"
Nordeste,RN,Angicos,"0,5784","0,5047","0,8112","0,4193"
Nordeste,AL,Passo de Camaragibe,"0,5784","0,6247","0,6401","0,4705"
Nordeste,BA,Cairu,"0,5784","0,4994","0,5835","0,6522"
Centro-Oeste,GO,Aurilândia,"0,5784","0,6774","0,4915","0,5664"
Centro-Oeste,GO,São Luiz do Norte,"0,5784","0,5371","0,6658","0,5324"
Centro-Oeste,GO,Petrolina de Goiás,"0,5783","0,6023","0,5421","0,5906"
Nordeste,PE,Surubim,"0,5780","0,5853","0,6717","0,4769"
Sudeste,MG,Angelândia,"0,5780","0,6195","0,6214","0,4930"
Norte,PA,Paragominas,"0,5778","0,5165","0,4537","0,7631"
Nordeste,RN,Macaíba,"0,5778","0,4793","0,6677","0,5864"
Nordeste,PE,Feira Nova,"0,5778","0,6582","0,7234","0,3519"
Sudeste,MG,Santana do Garambéu,"0,5775","0,5317","0,7729","0,4280"
Nordeste,PE,Triunfo,"0,5774","0,7505","0,5656","0,4160"
Nordeste,BA,Eunápolis,"0,5774","0,4259","0,5749","0,7315"
Centro-Oeste,MT,Colniza,"0,5774","0,5434","0,4959","0,6930"
Sudeste,MG,Olaria,"0,5773","0,6127","0,5464","0,5729"
Nordeste,PE,Vertente do Lério,"0,5772","0,6591","0,7359","0,3367"
Centro-Oeste,MT,Vale de São Domingos,"0,5772","0,6571","0,5573","0,5171"
Sudeste,MG,Fernandes Tourinho,"0,5771","0,6074","0,6207","0,5033"
Sudeste,MG,Frei Inocêncio,"0,5771","0,6055","0,6187","0,5070"
Norte,RO,Presidente Médici,"0,5770","0,6136","0,4612","0,6562"
Sudeste,RJ,Paracambi,"0,5769","0,5559","0,5993","0,5754"
Nordeste,CE,Mulungu,"0,5768","0,7941","0,6464","0,2900"
Nordeste,BA,Caetité,"0,5768","0,4602","0,6955","0,5747"
Sul,PR,Marquinho,"0,5767","0,7185","0,4759","0,5358"
Sul,RS,Lajeado do Bugre,"0,5767","0,6597","0,6492","0,4211"
Nordeste,PE,Sairé,"0,5766","0,6142","0,6590","0,4566"
Sudeste,MG,Nova Belém,"0,5766","0,7820","0,6119","0,3360"
Nordeste,CE,Icó,"0,5765","0,6715","0,6376","0,4203"
Sudeste,MG,Simão Pereira,"0,5764","0,5624","0,5609","0,6058"
Sul,RS,Ivorá,"0,5763","0,6691","0,5837","0,4761"
Nordeste,SE,Ribeirópolis,"0,5762","0,6973","0,5450","0,4864"
Sudeste,MG,Palma,"0,5762","0,6449","0,6225","0,4613"
Sudeste,RJ,Guapimirim,"0,5760","0,5478","0,5503","0,6298"
Sudeste,MG,Guaraciama,"0,5759","0,6820","0,6454","0,4002"
Sudeste,MG,Itacarambi,"0,5759","0,6662","0,5581","0,5035"
Norte,TO,Pium,"0,5755","0,4643","0,5798","0,6824"
Sudeste,MG,Jequitibá,"0,5755","0,5441","0,5190","0,6633"
Sudeste,MG,Taparuba,"0,5753","0,5970","0,7005","0,4285"
Nordeste,CE,Mauriti,"0,5752","0,7612","0,5683","0,3961"
Nordeste,PB,Caaporã,"0,5752","0,4797","0,5600","0,6860"
Centro-Oeste,MS,Glória de Dourados,"0,5752","0,6781","0,4363","0,6113"
Nordeste,AL,Major Isidoro,"0,5751","0,7888","0,5965","0,3399"
Sul,RS,Itatiba do Sul,"0,5751","0,7876","0,4939","0,4438"
Nordeste,AL,Limoeiro de Anadia,"0,5750","0,7448","0,5766","0,4036"
Nordeste,SE,São Francisco,"0,5750","0,6587","0,5459","0,5205"
Nordeste,RN,Umarizal,"0,5749","0,6563","0,7012","0,3672"
Sudeste,MG,Almenara,"0,5749","0,6012","0,5434","0,5800"
Sudeste,RJ,Italva,"0,5749","0,6526","0,4780","0,5941"
Nordeste,PE,Aliança,"0,5747","0,5742","0,6689","0,4809"
Sul,RS,Arroio Grande,"0,5747","0,5666","0,5700","0,5874"
Sul,RS,Rio dos Índios,"0,5747","0,6462","0,5969","0,4810"
Sudeste,MG,Matias Cardoso,"0,5746","0,6284","0,6264","0,4690"
Nordeste,PI,Manoel Emídio,"0,5745","0,6216","0,7096","0,3922"
Nordeste,AL,Maragogi,"0,5745","0,5197","0,5735","0,6302"
Sul,PR,Diamante do Sul,"0,5745","0,6345","0,6051","0,4839"
Centro-Oeste,GO,Israelândia,"0,5745","0,5154","0,6196","0,5886"
Nordeste,SE,Simão Dias,"0,5744","0,6456","0,6003","0,4774"
Sudeste,MG,Coroaci,"0,5742","0,6667","0,6715","0,3843"
Centro-Oeste,MT,Cotriguaçu,"0,5742","0,5227","0,5527","0,6473"
Nordeste,PE,Vicência,"0,5741","0,6329","0,4846","0,6048"
Sul,RS,Pinheiro Machado,"0,5740","0,5430","0,6517","0,5274"
Nordeste,CE,Baixio,"0,5739","0,7493","0,7043","0,2680"
Nordeste,CE,Cariré,"0,5739","0,8265","0,5828","0,3124"
Sudeste,MG,Dionísio,"0,5739","0,7047","0,4989","0,5181"
Nordeste,PI,Porto Alegre do Piauí,"0,5738","0,6620","0,7140","0,3454"
Nordeste,AL,Jundiá,"0,5738","0,7000","0,6997","0,3216"
Sudeste,MG,Barra Longa,"0,5738","0,5136","0,6243","0,5835"
Sudeste,RJ,Nilópolis,"0,5738","0,5819","0,5336","0,6060"
Norte,TO,Presidente Kennedy,"0,5737","0,6160","0,5770","0,5281"
Centro-Oeste,MS,Laguna Carapã,"0,5737","0,4072","0,4948","0,8192"
Sudeste,MG,Ubaporanga,"0,5736","0,6383","0,5614","0,5211"
Nordeste,RN,Serra Caiada,"0,5735","0,5518","0,7505","0,4182"
Nordeste,SE,Neópolis,"0,5735","0,6158","0,5800","0,5247"
Centro-Oeste,MT,Guiratinga,"0,5733","0,6202","0,4296","0,6701"
Nordeste,CE,Tabuleiro do Norte,"0,5732","0,7779","0,5416","0,4002"
Nordeste,RN,Guamaré,"0,5731","0,5040","0,6377","0,5776"
Sudeste,RJ,Santa Maria Madalena,"0,5731","0,6330","0,5391","0,5472"
Nordeste,PB,Brejo do Cruz,"0,5730","0,7570","0,6042","0,3578"
Sudeste,MG,Iapu,"0,5730","0,7227","0,5237","0,4725"
Sudeste,MG,Resende Costa,"0,5730","0,5384","0,6275","0,5531"
Sudeste,MG,Formoso,"0,5729","0,5708","0,6519","0,4960"
Sul,PR,Nova Laranjeiras,"0,5729","0,6186","0,5773","0,5228"
Sul,RS,Pinhal Grande,"0,5729","0,5661","0,6504","0,5022"
Nordeste,BA,Gentio do Ouro,"0,5728","0,5515","0,6673","0,4997"
Nordeste,SE,Campo do Brito,"0,5727","0,6919","0,5781","0,4481"
Sudeste,MG,São João do Oriente,"0,5727","0,6623","0,6052","0,4505"
