Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda,codigo_ibge
Norte,PA,Medicilândia,"0,4217","0,3188","0,5174","0,4288",1504455
Nordeste,BA,Guaratinga,"0,4213","0,2743","0,5739","0,4158",2911808
Nordeste,MA,Nova Colinas,"0,4211","0,4809","0,4752","0,3071",2107258
Nordeste,BA,Lajedinho,"0,4209","0,5056","0,4103","0,3467",2919009
Nordeste,MA,Vitória do Mearim,"0,4206","0,5633","0,4032","0,2954",2112902
Sudeste,RJ,Japeri,"0,4206","0,3858","0,3799","0,4961",3302270
Nordeste,MA,Boa Vista do Gurupi,"0,4204","0,5208","0,4921","0,2482",2101970
Nordeste,BA,Cravolândia,"0,4202","0,4839","0,4282","0,3484",2909505
Nordeste,MA,Centro Novo do Maranhão,"0,4201","0,5156","0,4543","0,2905",2103174
Nordeste,PE,Ibimirim,"0,4200","0,4923","0,4782","0,2895",2606606
Nordeste,BA,Morpará,"0,4200","0,4316","0,5717","0,2567",2921609
Nordeste,MA,Duque Bacelar,"0,4199","0,5940","0,2987","0,3671",2103901
Nordeste,BA,Maraú,"0,4199","0,3053","0,4298","0,5246",2920700
Norte,AM,Boca do Acre,"0,4198","0,4358","0,3815","0,4421",1300706
Nordeste,BA,Canápolis,"0,4198","0,4100","0,5330","0,3165",2906105
Nordeste,BA,Monte Santo,"0,4195","0,4160","0,5425","0,2999",2921500
Nordeste,MA,São José dos Basílios,"0,4191","0,5271","0,4549","0,2754",2111250
Nordeste,BA,Santa Bárbara,"0,4187","0,3643","0,5371","0,3547",2927507
Norte,PA,São Caetano de Odivelas,"0,4186","0,4696","0,4628","0,3235",1507102
Nordeste,MA,Sítio Novo,"0,4186","0,5444","0,4031","0,3084",2111805
Norte,AM,Manacapuru,"0,4185","0,4549","0,4282","0,3724",1302504
Norte,TO,Praia Norte,"0,4185","0,4820","0,5409","0,2327",1718303
Norte,PA,Bom Jesus do Tocantins,"0,4180","0,4218","0,3880","0,4441",1501576
Nordeste,BA,Canavieiras,"0,4180","0,3282","0,4578","0,4680",2906303
Nordeste,MA,Governador Archer,"0,4176","0,5522","0,4729","0,2276",2104503
Nordeste,BA,Pau Brasil,"0,4174","0,3789","0,5009","0,3724",2923902
Nordeste,BA,Presidente Tancredo Neves,"0,4174","0,3808","0,5245","0,3469",2925758
Nordeste,BA,Serra Preta,"0,4172","0,4601","0,4369","0,3545",2930402
Nordeste,PI,Luzilândia,"0,4170","0,5432","0,3867","0,3210",2205805
Nordeste,BA,Jiquiriçá,"0,4170","0,5419","0,3990","0,3100",2918209
Nordeste,BA,Carinhanha,"0,4167","0,3718","0,5665","0,3119",2907103
Nordeste,PI,Sebastião Barros,"0,4166","0,4003","0,5619","0,2877",2210623
Nordeste,RN,Pedra Preta,"0,4166","0,2853","0,5992","0,3653",2409605
Nordeste,BA,Malhada,"0,4166","0,3359","0,5380","0,3758",2920205
Norte,PA,Moju,"0,4163","0,4370","0,3144","0,4975",1504703
Nordeste,BA,Itambé,"0,4163","0,4192","0,3312","0,4984",2915809
Nordeste,BA,São Gabriel,"0,4162","0,5141","0,4102","0,3242",2929255
Nordeste,PI,Jaicós,"0,4158","0,5788","0,3114","0,3573",2205201
Nordeste,BA,Pedro Alexandre,"0,4157","0,4048","0,5188","0,3235",2924207
Nordeste,MA,Peri Mirim,"0,4154","0,6233","0,3964","0,2266",2108405
Nordeste,MA,Anapurus,"0,4150","0,5091","0,3526","0,3832",2100808
Nordeste,MA,Tufilândia,"0,4150","0,5255","0,3572","0,3622",2112274
Nordeste,RN,Lucrécia,"0,4148","0,5800","0,3117","0,3527",2406908
Norte,AC,Porto Acre,"0,4145","0,3697","0,4623","0,4115",1200807
Nordeste,BA,Jucuruçu,"0,4140","0,3046","0,6327","0,3047",2918456
Nordeste,BA,Lagoa Real,"0,4140","0,3620","0,5595","0,3204",2918753
Nordeste,BA,Nova Redenção,"0,4140","0,3695","0,5543","0,3181",2922854
Norte,AC,Bujari,"0,4136","0,3507","0,3269","0,5632",1200138
Nordeste,MA,Urbano Santos,"0,4133","0,5197","0,3052","0,4151",2112605
Nordeste,RN,Tenente Ananias,"0,4133","0,5651","0,3390","0,3357",2414100
Nordeste,BA,Ibirapitanga,"0,4131","0,4852","0,3780","0,3762",2912707
Nordeste,MA,Riachão,"0,4130","0,4403","0,3468","0,4518",2109502
Nordeste,BA,Pedrão,"0,4130","0,3809","0,5454","0,3127",2924108
Nordeste,MA,Maracaçumé,"0,4128","0,4457","0,5039","0,2887",2106326
Nordeste,PI,Jurema,"0,4125","0,5254","0,4081","0,3039",2205532
Nordeste,BA,Boquira,"0,4119","0,4795","0,4396","0,3165",2904100
Nordeste,SE,Santa Luzia do Itanhy,"0,4118","0,4615","0,4632","0,3107",2806305
Nordeste,BA,Santa Brígida,"0,4118","0,3397","0,6343","0,2613",2927606
Nordeste,BA,Barra,"0,4112","0,3806","0,4846","0,3684",2902708
Nordeste,PI,Bonfim do Piauí,"0,4110","0,5384","0,5144","0,1802",2201929
Norte,AM,Tefé,"0,4109","0,4777","0,3683","0,3867",1304203
Nordeste,MA,Tutóia,"0,4100","0,4782","0,4083","0,3435",2112506
Nordeste,MA,Formosa da Serra Negra,"0,4099","0,5335","0,4238","0,2724",2104099
Nordeste,MA,Alcântara,"0,4098","0,5387","0,4597","0,2309",2100204
Norte,PA,Almeirim,"0,4096","0,3930","0,3425","0,4932",1500503
Nordeste,MA,Cantanhede,"0,4094","0,5086","0,4394","0,2801",2102705
Nordeste,BA,Biritinga,"0,4089","0,4408","0,4692","0,3168",2903607
Nordeste,BA,Queimadas,"0,4089","0,4151","0,4562","0,3555",2925808
Nordeste,BA,Cansanção,"0,4086","0,3832","0,5147","0,3278",2906808
Nordeste,RN,Januário Cicco,"0,4085","0,3871","0,5816","0,2567",
Norte,PA,São João da Ponta,"0,4082","0,4742","0,4939","0,2566",1507466
Norte,TO,Goiatins,"0,4081","0,4646","0,3949","0,3648",1709005
Norte,AM,Tabatinga,"0,4079","0,5124","0,3370","0,3744",1304062
Norte,PA,Garrafão do Norte,"0,4079","0,3474","0,4573","0,4191",1503077
Nordeste,MA,Alto Parnaíba,"0,4079","0,4025","0,2597","0,5615",2100501
Nordeste,MA,João Lisboa,"0,4070","0,5818","0,2752","0,3639",2105500
Nordeste,MA,Matões,"0,4068","0,5634","0,3916","0,2655",2106607
Nordeste,MA,Santa Filomena do Maranhão,"0,4064","0,4330","0,5441","0,2420",2109759
Nordeste,BA,Nordestina,"0,4060","0,3105","0,5558","0,3517",2922656
Nordeste,PI,Fartura do Piauí,"0,4057","0,5498","0,3904","0,2770",2203750
Nordeste,MA,Carolina,"0,4055","0,4860","0,2532","0,4773",2102804
Norte,PA,São Francisco do Pará,"0,4048","0,3836","0,4645","0,3663",1507409
Nordeste,MA,São Francisco do Maranhão,"0,4048","0,5567","0,3713","0,2864",2110906
Nordeste,MA,Miranda do Norte,"0,4046","0,6075","0,2520","0,3543",2106755
Norte,AM,Santo Antônio do Içá,"0,4043","0,4474","0,4456","0,3200",1303700
Nordeste,MA,Buriti,"0,4039","0,5944","0,3042","0,3132",2102200
Norte,PA,Bujaru,"0,4035","0,4783","0,4595","0,2727",1501907
Nordeste,BA,Itagi,"0,4035","0,4119","0,4715","0,3272",2915106
Nordeste,MA,Alto Alegre do Maranhão,"0,4033","0,5245","0,3181","0,3673",2100436
Norte,AP,Pracuúba,"0,4032","0,3898","0,5078","0,3120",1600550
Nordeste,MA,Passagem Franca,"0,4031","0,6688","0,2347","0,3059",2107902
Norte,AM,Silves,"0,4030","0,3447","0,5210","0,3434",1304005
Nordeste,BA,Buerarema,"0,4026","0,3568","0,4367","0,4142",2904704
Norte,PA,Aurora do Pará,"0,4024","0,4653","0,4374","0,3045",1500958
Nordeste,AL,Pariconha,"0,4024","0,5299","0,4689","0,2084",2706422
Norte,AM,Urucará,"0,4020","0,5455","0,4245","0,2360",1304302
Nordeste,BA,Alcobaça,"0,4014","0,3657","0,4701","0,3683",2900801
Nordeste,BA,Jussara,"0,4014","0,4318","0,4850","0,2873",2918506
Norte,RR,Cantá,"0,4013","0,3543","0,3540","0,4955",1400175
Norte,AM,Apuí,"0,4006","0,3451","0,4586","0,3980",1300144
Nordeste,MA,Luís Domingues,"0,4006","0,5688","0,3747","0,2583",2106201
Norte,PA,Palestina do Pará,"0,4005","0,4187","0,3599","0,4230",1505494
Nordeste,PI,Caraúbas do Piauí,"0,4003","0,5177","0,4367","0,2466",2202539
Norte,AM,Boa Vista do Ramos,"0,4001","0,4760","0,4065","0,3178",1300680
Nordeste,PB,Cachoeira dos Índios,"0,4001","0,4727","0,4320","0,2956",2503308
Norte,PA,Vigia,"0,3997","0,5163","0,3599","0,3229",1508209
Nordeste,MA,Poção de Pedras,"0,3995","0,5090","0,4189","0,2707",2108900
Nordeste,BA,Belmonte,"0,3993","0,3283","0,4193","0,4502",2903409
Norte,PA,Belterra,"0,3986","0,3689","0,4047","0,4222",1501451
Nordeste,MA,Paulino Neves,"0,3985","0,4749","0,4291","0,2914",2108058
Nordeste,RN,Rio do Fogo,"0,3984","0,3597","0,4671","0,3684",2408953
Norte,PA,Ipixuna do Pará,"0,3981","0,5133","0,2394","0,4417",1503457
Norte,PA,Goianésia do Pará,"0,3975","0,3885","0,2913","0,5126",1503093
Nordeste,BA,Iguaí,"0,3970","0,3755","0,3892","0,4263",2913507
Nordeste,MA,Belágua,"0,3969","0,4839","0,4209","0,2858",2101731
Nordeste,MA,Vitorino Freire,"0,3966","0,5752","0,2415","0,3731",2113009
Norte,PA,Monte Alegre,"0,3963","0,5012","0,3916","0,2960",1504802
Norte,PA,Terra Alta,"0,3963","0,4021","0,4368","0,3500",1507961
Nordeste,BA,Antas,"0,3955","0,4839","0,3052","0,3974",2901601
Norte,RR,Caroebe,"0,3952","0,4237","0,4459","0,3159",1400233
Norte,AP,Ferreira Gomes,"0,3951","0,4394","0,3013","0,4445",1600238
Nordeste,PE,Maraial,"0,3945","0,5140","0,3585","0,3110",2609204
Norte,PA,Cachoeira do Piriá,"0,3944","0,4323","0,4890","0,2618",1501956
Centro-Oeste,MS,Tacuru,"0,3944","0,3712","0,2705","0,5416",5007950
Nordeste,MA,Matinha,"0,3943","0,5228","0,4012","0,2590",2106508
Norte,PA,Novo Repartimento,"0,3942","0,3200","0,4346","0,4280",1505064
Nordeste,MA,Presidente Médici,"0,3936","0,5024","0,3745","0,3040",2109239
Nordeste,PI,Regeneração,"0,3936","0,5387","0,2730","0,3691",2208809
Nordeste,BA,São José da Vitória,"0,3933","0,3015","0,5447","0,3338",2929354
Nordeste,BA,Serra Dourada,"0,3930","0,4413","0,4098","0,3279",2930303
Norte,PA,São Domingos do Araguaia,"0,3929","0,3833","0,3523","0,4431",1507151
Norte,PA,São João de Pirabas,"0,3927","0,4718","0,3961","0,3103",1507474
Nordeste,PB,Serra Redonda,"0,3925","0,4564","0,4708","0,2503",2515807
Nordeste,BA,Irajuba,"0,3920","0,4942","0,3442","0,3376",2914208
Nordeste,MA,São Pedro dos Crentes,"0,3918","0,5003","0,3545","0,3206",2111573
Nordeste,BA,Ibirataia,"0,3915","0,3923","0,3302","0,4521",2912905
Nordeste,PI,Barreiras do Piauí,"0,3914","0,3612","0,4313","0,3816",2201309
Norte,PA,Marapanim,"0,3901","0,4472","0,4307","0,2923",1504406
Nordeste,MA,Lagoa Grande do Maranhão,"0,3900","0,4634","0,5032","0,2035",2105963
Norte,AM,Carauari,"0,3894","0,5117","0,4254","0,2310",1301001
Norte,PA,Itupiranga,"0,3893","0,3980","0,4061","0,3638",1503705
Nordeste,BA,Barro Alto,"0,3890","0,5414","0,3771","0,2485",2903235
Nordeste,MA,São Luís Gonzaga do Maranhão,"0,3885","0,5728","0,3118","0,2808",2111409
Norte,PA,Acará,"0,3883","0,4510","0,3415","0,3724",1500206
Norte,PA,Irituia,"0,3882","0,4492","0,4190","0,2965",1503507
Nordeste,MA,Lago do Junco,"0,3880","0,5918","0,2860","0,2862",2105807
Nordeste,MA,Guimarães,"0,3879","0,5711","0,3540","0,2386",2104909
Sul,RS,Redentora,"0,3874","0,4079","0,3518","0,4024",4315404
Norte,AM,Nhamundá,"0,3872","0,4416","0,4720","0,2481",1303007
Norte,AM,Urucurituba,"0,3872","0,4321","0,4825","0,2470",1304401
Norte,AC,Rodrigues Alves,"0,3870","0,4443","0,3644","0,3522",1200427
Sudeste,RJ,Belford Roxo,"0,3868","0,4326","0,2740","0,4539",3300456
Nordeste,MA,Santana do Maranhão,"0,3866","0,5364","0,3804","0,2429",2110237
Norte,PA,Soure,"0,3861","0,4970","0,2634","0,3978",1507904
Norte,PA,Curuçá,"0,3854","0,5459","0,3114","0,2988",1502905
Norte,PA,Santa Luzia do Pará,"0,3853","0,3964","0,4536","0,3058",1506559
Nordeste,MA,Mirador,"0,3850","0,4882","0,3628","0,3039",2106706
Norte,AM,São Sebastião do Uatumã,"0,3843","0,4858","0,4104","0,2566",1303957
Nordeste,BA,Brejolândia,"0,3839","0,3437","0,4989","0,3091",2904407
Norte,AC,Xapuri,"0,3836","0,3405","0,3640","0,4462",1200708
Nordeste,MA,Sucupira do Riachão,"0,3832","0,5187","0,3695","0,2613",2111953
Norte,TO,Tocantínia,"0,3831","0,4471","0,3153","0,3870",1721109
Nordeste,MA,Santa Rita,"0,3830","0,5541","0,2816","0,3133",2110203
Norte,AP,Vitória do Jari,"0,3828","0,4381","0,4217","0,2885",1600808
Nordeste,PI,João Costa,"0,3823","0,3412","0,5174","0,2882",2205359
Nordeste,BA,Nilo Peçanha,"0,3823","0,3842","0,4630","0,2997",2922607
Centro-Oeste,MS,Paranhos,"0,3823","0,4163","0,2850","0,4457",5006358
Nordeste,RN,Fernando Pedroza,"0,3812","0,3720","0,4254","0,3463",2403756
Norte,PA,Viseu,"0,3810","0,4412","0,2814","0,4205",1508308
Nordeste,MA,Presidente Juscelino,"0,3806","0,5031","0,3869","0,2518",2109205
Nordeste,MA,Penalva,"0,3795","0,4645","0,3981","0,2758",2108306
Nordeste,MA,São João do Soter,"0,3794","0,5401","0,4026","0,1954",2111078
Nordeste,PI,Parnaguá,"0,3794","0,3921","0,4379","0,3081",2207603
Nordeste,MA,Feira Nova do Maranhão,"0,3790","0,4239","0,3555","0,3576",2104073
Nordeste,BA,Wenceslau Guimarães,"0,3788","0,2834","0,5390","0,3141",2933505
Norte,AM,Coari,"0,3784","0,4038","0,3075","0,4238",1301209
Nordeste,MA,São Benedito do Rio Preto,"0,3780","0,5767","0,2788","0,2785",2110401
Nordeste,BA,Santa Luzia,"0,3779","0,2911","0,4537","0,3890",2928059
Nordeste,MA,Satubinha,"0,3768","0,3904","0,5066","0,2333",2111722
Norte,PA,São Domingos do Capim,"0,3764","0,3507","0,5095","0,2689",1507201
Nordeste,PI,Jardim do Mulato,"0,3763","0,4822","0,4083","0,2383",2205250
Norte,PA,Maracanã,"0,3760","0,5093","0,3066","0,3121",1504307
Nordeste,MA,Cachoeira Grande,"0,3755","0,5055","0,4388","0,1821",2102374
Norte,PA,Chaves,"0,3749","0,3216","0,3172","0,4860",1502509
Nordeste,MA,Bom Jesus das Selvas,"0,3747","0,4451","0,3462","0,3328",2102036
Norte,AP,Cutias,"0,3746","0,4278","0,3744","0,3216",1600212
Nordeste,MA,Lago Verde,"0,3745","0,3800","0,4854","0,2582",2105906
Sul,RS,São Valério do Sul,"0,3745","0,3710","0,3318","0,4206",4319737
Norte,AM,Novo Airão,"0,3744","0,4529","0,2698","0,4005",1303205
Nordeste,MA,Mirinzal,"0,3742","0,5892","0,2904","0,2429",2106805
Nordeste,SE,Feira Nova,"0,3740","0,3157","0,4755","0,3307",2802205
Nordeste,MA,Governador Nunes Freire,"0,3737","0,5121","0,2452","0,3638",2104677
Nordeste,BA,Buritirama,"0,3731","0,4310","0,4279","0,2603",2904753
Nordeste,PE,Carnaubeira da Penha,"0,3726","0,4417","0,3951","0,2810",2603926
Sudeste,MG,Fronteira dos Vales,"0,3722","0,4901","0,3166","0,3098",3127057
Norte,AM,Fonte Boa,"0,3709","0,4203","0,3250","0,3673",1301605
Nordeste,MA,Governador Newton Bello,"0,3701","0,5031","0,3575","0,2497",2104651
Nordeste,MA,Marajá do Sena,"0,3693","0,4206","0,4593","0,2281",2106359
Nordeste,MA,Milagres do Maranhão,"0,3689","0,5676","0,3490","0,1902",2106672
Sudeste,MG,Santa Helena de Minas,"0,3689","0,4509","0,4251","0,2306",3157658
Norte,PA,Quatipuru,"0,3681","0,4159","0,4277","0,2607",1506112
Norte,AM,Tonantins,"0,3679","0,3574","0,3641","0,3823",1304237
Nordeste,MA,Conceição do Lago-Açu,"0,3679","0,5220","0,2839","0,2978",2103554
Nordeste,MA,Brejo de Areia,"0,3666","0,3806","0,5497","0,1695",2102150
Nordeste,MA,Presidente Vargas,"0,3665","0,5731","0,2878","0,2385",2109304
Nordeste,MA,Santa Quitéria do Maranhão,"0,3663","0,5459","0,2703","0,2826",2110104
Centro-Oeste,MT,Campinápolis,"0,3657","0,3131","0,1882","0,5957",5102603
Nordeste,BA,Piraí do Norte,"0,3648","0,2619","0,5384","0,2940",2924678
Nordeste,MA,Apicum-Açu,"0,3643","0,5377","0,3219","0,2332",2100832
Norte,RR,Caracaraí,"0,3636","0,4642","0,2704","0,3562",1400209
Nordeste,BA,Itaquara,"0,3634","0,5266","0,2721","0,2915",2916708
Nordeste,MA,Icatu,"0,3633","0,4699","0,3908","0,2291",2105104
Norte,PA,Curuá,"0,3625","0,3878","0,4372","0,2624",1502855
Norte,AM,Nova Olinda do Norte,"0,3606","0,3817","0,3869","0,3131",1303106
Norte,AM,Benjamin Constant,"0,3599","0,4830","0,3077","0,2890",1300607
Nordeste,MA,Cândido Mendes,"0,3591","0,5068","0,2864","0,2841",2102606
Norte,AM,Amaturá,"0,3589","0,3422","0,4622","0,2722",1300060
Nordeste,MA,Araioses,"0,3587","0,3465","0,4514","0,2783",2100907
Nordeste,MA,Centro do Guilherme,"0,3587","0,5132","0,3371","0,2257",2103158
Norte,AM,Careiro da Várzea,"0,3577","0,3462","0,4821","0,2449",1301159
Nordeste,MA,Cajapió,"0,3576","0,3589","0,4406","0,2732",2102408
Nordeste,MA,Paulo Ramos,"0,3570","0,5223","0,2743","0,2744",2108108
Norte,PA,Anapu,"0,3569","0,3216","0,3661","0,3829",1500859
Nordeste,MA,Monção,"0,3568","0,4235","0,3451","0,3018",2106904
Nordeste,MA,Palmeirândia,"0,3558","0,4480","0,4054","0,2139",2107605
Norte,AC,Mâncio Lima,"0,3551","0,4413","0,3468","0,2772",1200336
Nordeste,MA,Araguanã,"0,3546","0,4967","0,3517","0,2153",2100873
Norte,PA,Breves,"0,3540","0,3224","0,3445","0,3952",1501808
Nordeste,BA,Taperoá,"0,3534","0,4013","0,2808","0,3780",2931202
Norte,AP,Tartarugalzinho,"0,3528","0,3194","0,3935","0,3456",1600709
Norte,AM,Caapiranga,"0,3523","0,3667","0,4080","0,2821",1300839
Sudeste,MG,Bertópolis,"0,3522","0,5199","0,2140","0,3226",3106606
Norte,PA,Nova Esperança do Piriá,"0,3520","0,4145","0,3865","0,2549",1504950
Norte,PA,Augusto Corrêa,"0,3515","0,3478","0,3886","0,3181",1500909
Nordeste,BA,Sítio do Mato,"0,3515","0,2494","0,4715","0,3335",2930758
Nordeste,MA,Presidente Sarney,"0,3500","0,5735","0,3198","0,1568",2109270
Norte,PA,Mocajuba,"0,3494","0,4673","0,3085","0,2725",1504604
Nordeste,MA,Senador Alexandre Costa,"0,3490","0,5678","0,2669","0,2122",2111748
Norte,PA,Prainha,"0,3488","0,4107","0,3962","0,2394",1506005
Nordeste,MA,São Pedro da Água Branca,"0,3488","0,4534","0,2367","0,3564",2111532
Norte,AP,Itaubal,"0,3482","0,3191","0,4569","0,2686",1600253
Nordeste,MA,Arame,"0,3482","0,2876","0,4472","0,3099",2100956
Nordeste,MA,Pio XII,"0,3481","0,4520","0,2882","0,3042",2108702
Norte,PA,Ponta de Pedras,"0,3473","0,5309","0,2605","0,2506",1505700
Nordeste,MA,Turiaçu,"0,3468","0,4905","0,3084","0,2415",2112407
Nordeste,MA,Bom Jardim,"0,3467","0,4719","0,2784","0,2897",2102002
Norte,RR,Bonfim,"0,3461","0,3159","0,2771","0,4452",1400159
Norte,AP,Oiapoque,"0,3461","0,3581","0,2151","0,4650",1600501
Norte,AM,Eirunepé,"0,3451","0,4632","0,3405","0,2315",1301407
Nordeste,MA,Turilândia,"0,3446","0,3549","0,4046","0,2744",2112456
Nordeste,MA,Mata Roma,"0,3434","0,4457","0,3179","0,2666",2106409
Nordeste,MA,Bequimão,"0,3428","0,3741","0,3932","0,2610",2101905
Nordeste,MA,Montes Altos,"0,3424","0,3447","0,4550","0,2276",2107001
Norte,PA,Cametá,"0,3416","0,3852","0,3390","0,3005",1502103
Norte,PA,Santo Antônio do Tauá,"0,3409","0,4215","0,1850","0,4161",1507003
Norte,AM,Lábrea,"0,3407","0,3675","0,3495","0,3051",1302405
Norte,PA,Trairão,"0,3389","0,3495","0,2599","0,4072",1508050
Norte,PA,Santa Cruz do Arari,"0,3381","0,4933","0,2159","0,3050",1506401
Nordeste,MA,Olho d'Água das Cunhãs,"0,3376","0,4456","0,2787","0,2884",2107407
Norte,PA,Óbidos,"0,3370","0,4185","0,2582","0,3342",1505106
Norte,AP,Calçoene,"0,3369","0,4281","0,2658","0,3168",1600204
Nordeste,MA,Primeira Cruz,"0,3349","0,5526","0,2801","0,1719",2109403
Norte,AM,Novo Aripuanã,"0,3345","0,3547","0,3607","0,2880",1303304
Norte,RR,Pacaraima,"0,3345","0,4059","0,2729","0,3246",1400456
Nordeste,BA,Campo Alegre de Lourdes,"0,3339","0,2511","0,4142","0,3364",2905909
Norte,PA,Salvaterra,"0,3330","0,4693","0,2252","0,3044",1506302
Centro-Oeste,MT,Nova Nazaré,"0,3326","0,3969","0,0864","0,5146",5106174
Nordeste,MA,São Vicente Ferrer,"0,3323","0,5130","0,2578","0,2261",2111706
Norte,PA,Senador José Porfírio,"0,3320","0,4328","0,2586","0,3047",1507805
Nordeste,MA,Humberto de Campos,"0,3318","0,5007","0,2417","0,2529",2105005
Norte,AM,Juruá,"0,3310","0,3804","0,2758","0,3367",1302207
Norte,AC,Sena Madureira,"0,3309","0,2547","0,2670","0,4710",1200500
Nordeste,MA,São João do Carú,"0,3296","0,4151","0,3480","0,2258",2111029
Norte,AM,Japurá,"0,3294","0,3310","0,2395","0,4177",1302108
Norte,AM,Alvarães,"0,3292","0,4017","0,3070","0,2789",1300029
Norte,AM,Borba,"0,3285","0,3967","0,2751","0,3137",1300805
Nordeste,MA,Central do Maranhão,"0,3277","0,6156","0,1503","0,2173",2103125
Sudeste,MG,São João das Missões,"0,3268","0,3090","0,4387","0,2328",3162450
Nordeste,MA,São Félix de Balsas,"0,3258","0,2511","0,3046","0,4217",2110807
Nordeste,MA,Governador Eugênio Barros,"0,3254","0,4168","0,2820","0,2773",2104602
Nordeste,MA,Serrano do Maranhão,"0,3250","0,5379","0,2454","0,1918",2111789
Nordeste,BA,Paratinga,"0,3250","0,3423","0,3032","0,3294",2923704
Norte,AM,Manaquiri,"0,3247","0,3342","0,4164","0,2236",1302553
Norte,PA,Tracuateua,"0,3227","0,3699","0,3204","0,2778",1508035
Nordeste,MA,Jatobá,"0,3221","0,4295","0,3182","0,2186",2105450
Norte,AM,Envira,"0,3217","0,4152","0,2076","0,3422",1301506
Nordeste,MA,São Raimundo do Doca Bezerra,"0,3191","0,3065","0,3770","0,2738",2111631
Nordeste,RN,Antônio Martins,"0,3190","0,3432","0,3404","0,2733",2400901
Norte,AM,Guajará,"0,3179","0,3479","0,4164","0,1893",1301654
Nordeste,MA,Santo Amaro do Maranhão,"0,3166","0,3660","0,2717","0,3121",2110278
Norte,AM,Codajás,"0,3163","0,3442","0,3394","0,2652",1301308
Norte,PA,Aveiro,"0,3153","0,2587","0,4076","0,2795",1501006
Norte,AC,Porto Walter,"0,3147","0,2836","0,4052","0,2553",1200393
Centro-Oeste,MS,Japorã,"0,3145","0,4522","0,1431","0,3481",5004809
Nordeste,MA,Itaipava do Grajaú,"0,3142","0,4330","0,3311","0,1785",2105351
Norte,RR,Normandia,"0,3140","0,4289","0,1820","0,3310",1400407
Norte,RR,Iracema,"0,3137","0,3588","0,2309","0,3514",1400282
Norte,AM,Itamarati,"0,3136","0,3900","0,3038","0,2470",1301951
Nordeste,MA,Nova Olinda do Maranhão,"0,3128","0,6136","0,1182","0,2065",2107357
Norte,AM,Barreirinha,"0,3127","0,3866","0,3254","0,2260",1300508
Norte,PA,São João do Araguaia,"0,3125","0,3255","0,2541","0,3579",1507508
Nordeste,MA,Pedro do Rosário,"0,3114","0,4895","0,2257","0,2191",2108256
Norte,PA,Jacareacanga,"0,3108","0,2625","0,2666","0,4033",1503754
Norte,PA,Baião,"0,3089","0,3369","0,3554","0,2345",1501204
Nordeste,MA,Amarante do Maranhão,"0,3087","0,3360","0,3037","0,2865",2100600
Nordeste,MA,Cajari,"0,3085","0,3430","0,3475","0,2351",2102507
Nordeste,MA,Maranhãozinho,"0,3085","0,5047","0,1217","0,2992",2106375
Norte,AC,Manoel Urbano,"0,3062","0,3348","0,1889","0,3949",1200344
Norte,AM,Maués,"0,3027","0,2906","0,3197","0,2977",1302900
Norte,PA,Igarapé-Miri,"0,3024","0,3826","0,2033","0,3214",1503309
