Região,UF,Município,IFDM,Educação,Saúde,Emprego & Renda,codigo_ibge
Nordeste,PE,Gameleira,"0,4630","0,4957","0,5565","0,3369",2605905
Nordeste,BA,Rodelas,"0,4630","0,4081","0,6138","0,3671",2927101
Nordeste,PI,Paulistana,"0,4629","0,5352","0,4816","0,3719",2207801
Nordeste,BA,Brotas de Macaúbas,"0,4629","0,4868","0,4627","0,4391",2904506
Nordeste,PI,Jerumenha,"0,4628","0,5392","0,4392","0,4099",2205300
Nordeste,PB,Diamante,"0,4627","0,5680","0,5707","0,2495",2505600
Nordeste,PE,Santa Filomena,"0,4627","0,5419","0,5956","0,2507",2612554
Nordeste,MA,Santo Antônio dos Lopes,"0,4626","0,5309","0,3043","0,5527",2110302
Nordeste,PB,Cacimbas,"0,4624","0,6205","0,4153","0,3515",2503555
Centro-Oeste,MT,Ponte Branca,"0,4624","0,5118","0,4080","0,4674",5106703
Norte,PA,Brejo Grande do Araguaia,"0,4623","0,5376","0,4289","0,4204",1501758
Nordeste,PI,Itainópolis,"0,4622","0,5873","0,4974","0,3018",2205003
Sudeste,MG,Silveirânia,"0,4621","0,5042","0,4017","0,4805",3167301
Nordeste,BA,Barra do Mendes,"0,4619","0,5935","0,4753","0,3169",2903003
Nordeste,BA,Filadélfia,"0,4619","0,4465","0,5823","0,3570",2910859
Nordeste,MA,Magalhães de Almeida,"0,4616","0,5673","0,4538","0,3638",2106300
Nordeste,PI,Paes Landim,"0,4616","0,4892","0,5989","0,2968",2207306
Nordeste,BA,Ibiquera,"0,4615","0,4414","0,6524","0,2908",2912608
Nordeste,BA,Itanhém,"0,4615","0,3814","0,6322","0,3710",2916005
Nordeste,MA,Alto Alegre do Pindaré,"0,4614","0,6981","0,3774","0,3086",2100477
Nordeste,BA,Itamari,"0,4614","0,4990","0,5609","0,3242",2915700
Nordeste,BA,Lamarão,"0,4614","0,3891","0,7163","0,2787",2919108
Norte,PA,Concórdia do Pará,"0,4610","0,5154","0,4360","0,4315",1502756
Sul,RS,Cerrito,"0,4609","0,4147","0,5387","0,4292",4305124
Nordeste,BA,Riachão do Jacuípe,"0,4608","0,4796","0,4789","0,4240",2926301
Centro-Oeste,GO,Divinópolis de Goiás,"0,4607","0,4239","0,5560","0,4022",5208301
Sudeste,MG,Tarumirim,"0,4606","0,6204","0,2833","0,4781",3168408
Norte,TO,Recursolândia,"0,4603","0,5485","0,4539","0,3785",1718501
Nordeste,MA,Benedito Leite,"0,4601","0,4654","0,5736","0,3412",2101806
Nordeste,PB,Gado Bravo,"0,4601","0,6673","0,4817","0,2314",2506251
Nordeste,PI,Palmeirais,"0,4598","0,5815","0,5254","0,2726",2207504
Nordeste,RN,Senador Georgino Avelino,"0,4598","0,4669","0,5887","0,3237",2413201
Nordeste,PE,Jaqueira,"0,4598","0,5595","0,4809","0,3390",2607950
Nordeste,BA,Central,"0,4598","0,4880","0,5692","0,3221",2907608
Norte,AP,Santana,"0,4597","0,5154","0,3836","0,4801",1600600
Nordeste,RN,Campo Grande,"0,4596","0,3894","0,7266","0,2627",
Nordeste,PB,São José da Lagoa Tapada,"0,4596","0,5026","0,5671","0,3090",2514206
Nordeste,MA,Sambaíba,"0,4594","0,4432","0,3302","0,6047",2109700
Norte,PA,Jacundá,"0,4593","0,4696","0,4785","0,4299",1503804
Nordeste,PI,Santo Antônio de Lisboa,"0,4593","0,5530","0,5535","0,2713",2209401
Sudeste,MG,Monte Formoso,"0,4592","0,5355","0,5041","0,3379",3143153
Sudeste,MG,Rio do Prado,"0,4592","0,5093","0,5152","0,3530",3155108
Nordeste,PB,Coremas,"0,4589","0,5985","0,4910","0,2872",2504801
Nordeste,BA,Milagres,"0,4588","0,5022","0,4741","0,4000",2921302
Nordeste,PB,Borborema,"0,4587","0,6200","0,4901","0,2659",2502706
Nordeste,PI,Dirceu Arcoverde,"0,4585","0,4601","0,5936","0,3219",2203354
Nordeste,BA,Itapé,"0,4585","0,4467","0,4769","0,4518",2916203
Norte,PA,Santa Maria das Barreiras,"0,4584","0,2370","0,3944","0,7438",1506583
Nordeste,PI,São Lourenço do Piauí,"0,4583","0,6798","0,4095","0,2856",2210359
Nordeste,BA,Tanquinho,"0,4583","0,4174","0,5832","0,3743",2931103
Centro-Oeste,GO,Damianópolis,"0,4583","0,5467","0,4510","0,3772",5206701
Nordeste,MA,Santa Luzia,"0,4582","0,5863","0,4178","0,3705",2110005
Nordeste,CE,Quixelô,"0,4582","0,6537","0,4203","0,3006",2311355
Nordeste,RN,Jundiá,"0,4582","0,4394","0,6733","0,2618",2406155
Nordeste,PE,Moreilândia,"0,4580","0,6126","0,5244","0,2371",2614303
Nordeste,BA,Cândido Sales,"0,4579","0,4868","0,5268","0,3602",2906709
Nordeste,PI,Guaribas,"0,4577","0,5865","0,5074","0,2792",2204550
Nordeste,PE,Itaíba,"0,4577","0,5245","0,5749","0,2738",2607505
Nordeste,MA,Estreito,"0,4575","0,4383","0,4367","0,4975",2104057
Nordeste,RN,José da Penha,"0,4575","0,5109","0,5799","0,2818",2406007
Nordeste,RN,Marcelino Vieira,"0,4575","0,4571","0,6849","0,2305",2407302
Norte,TO,Tupiratins,"0,4573","0,5636","0,3836","0,4247",1721307
Nordeste,PI,Geminiano,"0,4573","0,4604","0,6529","0,2587",2204352
Nordeste,PB,Sobrado,"0,4573","0,5061","0,5389","0,3269",2515971
Norte,PA,Juruti,"0,4572","0,4643","0,4295","0,4777",1503903
Nordeste,PE,Tupanatinga,"0,4572","0,5100","0,5935","0,2680",2615805
Nordeste,PB,Itatuba,"0,4571","0,4977","0,5192","0,3544",2507200
Nordeste,PI,Massapê do Piauí,"0,4570","0,5646","0,5605","0,2459",2206050
Nordeste,BA,Igrapiúna,"0,4570","0,4943","0,4380","0,4386",2913457
Nordeste,PI,Bom Princípio do Piauí,"0,4569","0,4291","0,5704","0,3711",2201919
Nordeste,PI,São Braz do Piauí,"0,4569","0,6191","0,4952","0,2565",2209559
Norte,TO,Conceição do Tocantins,"0,4568","0,5012","0,4797","0,3895",1705607
Nordeste,PE,Santa Maria da Boa Vista,"0,4567","0,4815","0,5620","0,3267",2612604
Nordeste,BA,Itiruçu,"0,4563","0,5847","0,4170","0,3672",2916906
Nordeste,BA,Muquém do São Francisco,"0,4561","0,3713","0,4600","0,5369",2922250
Nordeste,BA,Mulungu do Morro,"0,4560","0,4766","0,5998","0,2917",2922052
Nordeste,MA,Buriticupu,"0,4557","0,4910","0,4774","0,3987",2102325
Nordeste,PE,São João,"0,4557","0,5663","0,4822","0,3186",2613206
Nordeste,BA,Itaju do Colônia,"0,4557","0,4354","0,4919","0,4398",2915403
Nordeste,PE,Manari,"0,4556","0,5020","0,5928","0,2719",2609154
Nordeste,MA,Pirapemas,"0,4555","0,5571","0,5188","0,2907",2108801
Nordeste,PI,Brejo do Piauí,"0,4555","0,5907","0,4891","0,2866",2201988
Norte,PA,Uruará,"0,4554","0,4407","0,4275","0,4980",1508159
Nordeste,MA,Afonso Cunha,"0,4554","0,4990","0,5921","0,2751",2100105
Nordeste,MA,Lagoa do Mato,"0,4554","0,6505","0,4352","0,2804",2105922
Nordeste,PI,Várzea Branca,"0,4553","0,5502","0,6241","0,1917",2211357
Nordeste,BA,Curaçá,"0,4553","0,4180","0,5644","0,3834",2909901
Nordeste,PI,Redenção do Gurguéia,"0,4552","0,5719","0,5074","0,2864",2208700
Norte,AM,Itacoatiara,"0,4550","0,4304","0,4867","0,4480",1301902
Nordeste,MA,Igarapé Grande,"0,4547","0,5863","0,4844","0,2933",2105203
Nordeste,BA,Itaeté,"0,4547","0,5751","0,5512","0,2379",2915007
Nordeste,BA,Mansidão,"0,4547","0,4084","0,7055","0,2503",2920452
Nordeste,BA,Tucano,"0,4547","0,4720","0,5351","0,3570",2931905
Nordeste,PB,Capim,"0,4546","0,5198","0,5247","0,3192",2504033
Nordeste,PB,Maturéia,"0,4546","0,4925","0,5755","0,2958",2509396
Nordeste,MA,Parnarama,"0,4544","0,5715","0,4355","0,3561",2107803
Norte,TO,São Sebastião do Tocantins,"0,4538","0,5940","0,4483","0,3192",1720309
Nordeste,PB,Tavares,"0,4538","0,5393","0,5052","0,3168",2516607
Nordeste,BA,Santana,"0,4538","0,4938","0,4639","0,4038",2928208
Norte,AC,Plácido de Castro,"0,4535","0,4216","0,3778","0,5612",1200385
Nordeste,PI,Sigefredo Pacheco,"0,4535","0,5732","0,5627","0,2247",2210656
Norte,TO,Paranã,"0,4534","0,4852","0,4642","0,4108",1716208
Nordeste,MA,Carutapera,"0,4534","0,5717","0,4512","0,3372",2102903
Nordeste,BA,Boa Vista do Tupim,"0,4533","0,3799","0,6509","0,3291",2903805
Nordeste,MA,Pinheiro,"0,4532","0,5832","0,3761","0,4004",2108603
Nordeste,MA,Tuntum,"0,4531","0,5502","0,5009","0,3082",2112308
Nordeste,MA,Lago dos Rodrigues,"0,4529","0,5874","0,4395","0,3319",2105948
Nordeste,RN,Senador Elói de Souza,"0,4527","0,4369","0,6315","0,2896",2413102
Nordeste,MA,Olinda Nova do Maranhão,"0,4526","0,5352","0,5091","0,3136",2107456
Nordeste,PI,Canavieira,"0,4526","0,5613","0,4471","0,3493",2202251
Nordeste,RN,Taipu,"0,4526","0,3582","0,6423","0,3574",2413904
Nordeste,BA,Mascote,"0,4526","0,5141","0,4324","0,4112",2920908
Nordeste,PI,Luís Correia,"0,4523","0,4996","0,4503","0,4070",2205706
Nordeste,BA,Arataca,"0,4523","0,3593","0,5204","0,4771",2902252
Centro-Oeste,MS,Coronel Sapucaia,"0,4523","0,5479","0,4077","0,4012",5003157
Nordeste,PI,São José do Piauí,"0,4521","0,5247","0,5564","0,2752",2210201
Nordeste,BA,Souto Soares,"0,4521","0,6126","0,4575","0,2861",2930808
Nordeste,PE,Lagoa dos Gatos,"0,4519","0,5831","0,5081","0,2644",2608701
Nordeste,BA,Cachoeira,"0,4519","0,3787","0,4968","0,4801",2904902
Sudeste,MG,Ouro Verde de Minas,"0,4517","0,5468","0,5029","0,3055",3146206
Nordeste,PI,Avelino Lopes,"0,4515","0,5781","0,5257","0,2507",2201101
Nordeste,PB,Desterro,"0,4513","0,6098","0,4432","0,3010",2505402
Nordeste,AL,Paulo Jacinto,"0,4513","0,5357","0,5499","0,2682",2706604
Sudeste,MG,Bocaina de Minas,"0,4513","0,4445","0,4105","0,4989",3107208
Nordeste,BA,Uauá,"0,4511","0,5313","0,4868","0,3353",2932002
Norte,TO,Ponte Alta do Bom Jesus,"0,4510","0,3562","0,6396","0,3571",1717800
Nordeste,BA,Camamu,"0,4510","0,3661","0,5379","0,4491",2905800
Norte,PA,Placas,"0,4507","0,5558","0,3871","0,4091",1505650
Centro-Oeste,MT,Santa Terezinha,"0,4506","0,4252","0,3974","0,5293",5107776
Nordeste,BA,Potiraguá,"0,4505","0,3534","0,5757","0,4225",2925402
Norte,TO,Itacajá,"0,4504","0,5570","0,4042","0,3900",1710508
Nordeste,AL,Campo Grande,"0,4504","0,5276","0,5909","0,2328",2701506
Nordeste,BA,Presidente Dutra,"0,4503","0,5056","0,5442","0,3012",2925600
Nordeste,PI,Santa Rosa do Piauí,"0,4502","0,6725","0,3553","0,3229",2209377
Nordeste,MA,Santa Helena,"0,4500","0,5555","0,4294","0,3651",2109809
Nordeste,MA,Viana,"0,4499","0,5977","0,3802","0,3718",2112803
Sudeste,MG,Bonito de Minas,"0,4499","0,4976","0,5263","0,3257",3108255
Nordeste,BA,Salinas da Margarida,"0,4498","0,5055","0,5408","0,3032",2927309
Nordeste,PE,Caetés,"0,4497","0,5355","0,5635","0,2501",2603207
Nordeste,MA,Ribamar Fiquene,"0,4496","0,4305","0,5527","0,3656",2109551
Nordeste,PI,Alagoinha do Piauí,"0,4494","0,5952","0,5302","0,2227",2200251
Nordeste,PI,Júlio Borges,"0,4493","0,5426","0,4776","0,3276",2205524
Norte,PA,Santa Maria do Pará,"0,4492","0,5630","0,3958","0,3889",1506609
Nordeste,PI,Matias Olímpio,"0,4492","0,5785","0,4707","0,2985",2206100
Nordeste,PI,Joca Marques,"0,4490","0,6944","0,3948","0,2579",2205458
Nordeste,BA,Apuarema,"0,4490","0,4059","0,6070","0,3342",2901957
Norte,PA,Mojuí dos Campos,"0,4489","0,4077","0,6170","0,3221",1504752
Nordeste,PI,Batalha,"0,4485","0,5775","0,4657","0,3022",2201507
Nordeste,MA,Esperantinópolis,"0,4484","0,4963","0,4901","0,3588",2104008
Nordeste,PB,São José de Piranhas,"0,4484","0,5335","0,4901","0,3215",2514503
Nordeste,BA,Manoel Vitorino,"0,4484","0,3390","0,6478","0,3583",2920403
Nordeste,PI,Barra D'Alcântara,"0,4482","0,5745","0,4929","0,2772",2201176
Norte,PA,Bannach,"0,4480","0,2124","0,4679","0,6636",1501253
Nordeste,MA,Água Doce do Maranhão,"0,4480","0,5174","0,5804","0,2461",2100154
Nordeste,BA,Água Fria,"0,4480","0,3867","0,5804","0,3768",2900405
Nordeste,MA,Peritoró,"0,4477","0,5411","0,4537","0,3484",2108454
Nordeste,BA,Piritiba,"0,4475","0,4718","0,5795","0,2913",2924801
Nordeste,PI,Aroeiras do Itaim,"0,4474","0,6329","0,3337","0,3755",2200954
Nordeste,BA,Glória,"0,4473","0,4709","0,5659","0,3051",2911402
Nordeste,BA,Itapicuru,"0,4473","0,4326","0,5376","0,3716",2916500
Nordeste,MA,Lago da Pedra,"0,4472","0,5137","0,4521","0,3758",2105708
Nordeste,BA,Sátiro Dias,"0,4472","0,3925","0,5213","0,4279",2929701
Nordeste,PE,Frei Miguelinho,"0,4471","0,4937","0,5650","0,2826",2605806
Nordeste,PI,Patos do Piauí,"0,4466","0,6890","0,4111","0,2397",2207777
Nordeste,PE,Buíque,"0,4464","0,4983","0,5217","0,3191",2602803
Nordeste,BA,Cipó,"0,4464","0,4119","0,6200","0,3072",2907905
Nordeste,PE,Catende,"0,4461","0,4655","0,5074","0,3654",2604205
Nordeste,BA,Ibipeba,"0,4461","0,3973","0,5886","0,3525",2912400
Nordeste,BA,Brejões,"0,4457","0,5220","0,4661","0,3491",2904308
Norte,PA,Abel Figueiredo,"0,4455","0,3858","0,5425","0,4083",1500131
Nordeste,PE,Alagoinha,"0,4453","0,5037","0,4995","0,3326",2600609
Nordeste,PI,Lagoa do Sítio,"0,4449","0,6406","0,4775","0,2167",2205599
Nordeste,BA,Ponto Novo,"0,4449","0,4481","0,6083","0,2783",2925253
Nordeste,PB,Mulungu,"0,4447","0,4300","0,5447","0,3595",2509800
Norte,AP,Laranjal do Jari,"0,4446","0,4326","0,4893","0,4120",1600279
Nordeste,RN,Jardim de Angicos,"0,4446","0,4902","0,5625","0,2810",2405504
Nordeste,MA,Barra do Corda,"0,4445","0,4388","0,4696","0,4251",2101608
Norte,PA,Rurópolis,"0,4444","0,4378","0,4736","0,4219",1506195
Sul,RS,Charrua,"0,4442","0,3777","0,4121","0,5428",4305371
Nordeste,MA,Santa Luzia do Paruá,"0,4441","0,6286","0,3514","0,3522",2110039
Nordeste,BA,Ribeirão do Largo,"0,4440","0,4279","0,5467","0,3574",2926657
Nordeste,BA,Saúde,"0,4440","0,5496","0,4961","0,2863",2929800
Nordeste,MA,Barreirinhas,"0,4439","0,4940","0,4135","0,4242",2101707
Nordeste,MA,São Domingos do Azeitão,"0,4439","0,5149","0,3873","0,4296",2110658
Nordeste,MA,Timbiras,"0,4439","0,5186","0,4969","0,3163",2112100
Nordeste,PE,Iati,"0,4436","0,5332","0,5338","0,2638",2606507
Nordeste,BA,Conde,"0,4435","0,3587","0,5742","0,3976",2908606
Nordeste,PB,Juarez Távora,"0,4434","0,4997","0,5052","0,3254",2507606
Norte,PA,Ourém,"0,4433","0,5520","0,4911","0,2869",1505403
Nordeste,BA,Esplanada,"0,4433","0,3473","0,4559","0,5266",2910602
Sudeste,MG,Palmópolis,"0,4433","0,4715","0,5448","0,3136",3146750
Nordeste,BA,Quijingue,"0,4431","0,4375","0,5889","0,3030",2925907
Nordeste,BA,Sento Sé,"0,4428","0,4503","0,4823","0,3957",2930204
Nordeste,PE,Paranatama,"0,4427","0,5426","0,5444","0,2411",2610301
Nordeste,BA,Santanópolis,"0,4427","0,4132","0,5380","0,3768",2928307
Norte,PA,Colares,"0,4426","0,5116","0,4914","0,3248",1502608
Nordeste,BA,Itajuípe,"0,4425","0,4153","0,4308","0,4814",2915502
Nordeste,RN,Maxaranguape,"0,4424","0,3558","0,5588","0,4127",2407500
Norte,PA,São Félix do Xingu,"0,4423","0,3453","0,3714","0,6101",1507300
Nordeste,SE,Gracho Cardoso,"0,4423","0,4755","0,5378","0,3137",2802601
Nordeste,BA,Coribe,"0,4423","0,5283","0,4642","0,3344",2909109
Nordeste,RN,Triunfo Potiguar,"0,4418","0,4326","0,6364","0,2564",2414456
Nordeste,SE,Brejo Grande,"0,4417","0,5680","0,4283","0,3287",2800704
Nordeste,BA,Catolândia,"0,4417","0,3969","0,5518","0,3765",2907400
Centro-Oeste,GO,Monte Alegre de Goiás,"0,4416","0,4374","0,4547","0,4326",5213509
Norte,PA,Eldorado do Carajás,"0,4415","0,4766","0,3902","0,4578",1502954
Nordeste,SE,Canhoba,"0,4415","0,6658","0,3528","0,3058",2801108
Nordeste,BA,Sítio do Quinto,"0,4414","0,4951","0,5704","0,2587",2930766
Norte,AM,Itapiranga,"0,4410","0,5360","0,5078","0,2792",1302009
Nordeste,MA,Igarapé do Meio,"0,4410","0,5028","0,4398","0,3804",2105153
Nordeste,PI,Bocaina,"0,4406","0,6414","0,4029","0,2775",2201804
Nordeste,MA,Nina Rodrigues,"0,4405","0,5796","0,4492","0,2928",2107209
Nordeste,PI,Assunção do Piauí,"0,4405","0,6660","0,4709","0,1847",2201051
Nordeste,PI,Caxingó,"0,4404","0,5357","0,4336","0,3518",2202653
Nordeste,BA,Candeal,"0,4403","0,4328","0,5794","0,3088",2906402
Norte,RO,Nova Mamoré,"0,4396","0,4257","0,3880","0,5052",1100338
Nordeste,PI,Cristino Castro,"0,4396","0,4503","0,5263","0,3423",2203107
Norte,PA,Faro,"0,4394","0,6147","0,4434","0,2600",1503002
Nordeste,PI,Riacho Frio,"0,4394","0,5231","0,5368","0,2583",2208858
Nordeste,PI,Gilbués,"0,4391","0,4009","0,5302","0,3863",2204402
Nordeste,PI,Ilha Grande,"0,4385","0,5390","0,4793","0,2971",2204659
Nordeste,BA,Xique-Xique,"0,4384","0,4376","0,4769","0,4008",2933604
Nordeste,SE,Indiaroba,"0,4383","0,5100","0,4626","0,3423",2802809
Nordeste,PE,Ilha de Itamaracá,"0,4382","0,5020","0,4831","0,3296",2607604
Nordeste,BA,Itarantim,"0,4380","0,5119","0,2943","0,5078",2916807
Nordeste,PI,São Francisco de Assis do Piauí,"0,4377","0,4964","0,5489","0,2677",2209658
Nordeste,PI,Murici dos Portelas,"0,4374","0,4351","0,5478","0,3292",2206696
Nordeste,PB,Massaranduba,"0,4373","0,5181","0,4814","0,3123",2509206
Nordeste,BA,São Miguel das Matas,"0,4373","0,4517","0,4962","0,3640",2929404
Nordeste,PB,Marcação,"0,4372","0,3807","0,5924","0,3386",2509057
Nordeste,BA,Almadina,"0,4370","0,4532","0,4912","0,3666",2900900
Nordeste,MA,Cedral,"0,4369","0,6630","0,3883","0,2595",2103109
Nordeste,BA,Uruçuca,"0,4368","0,3931","0,5013","0,4161",2932705
Nordeste,MA,Buritirana,"0,4367","0,4375","0,5456","0,3271",2102358
Nordeste,PI,Paquetá,"0,4367","0,4948","0,6136","0,2018",2207553
Nordeste,BA,Palmeiras,"0,4367","0,4071","0,4918","0,4111",2923506
Norte,TO,Carrasco Bonito,"0,4366","0,4848","0,5198","0,3052",1703891
Nordeste,MA,Brejo,"0,4366","0,6113","0,3974","0,3010",2102101
Norte,AM,Iranduba,"0,4365","0,3758","0,4496","0,4842",1301852
Nordeste,MA,Cururupu,"0,4363","0,5330","0,4672","0,3088",2103703
Nordeste,PE,Pedra,"0,4362","0,5258","0,4667","0,3161",2610806
Nordeste,PI,Curral Novo do Piauí,"0,4361","0,5426","0,4979","0,2679",2203271
Nordeste,RN,Venha-Ver,"0,4360","0,5222","0,5155","0,2703",2414753
Nordeste,PB,Boqueirão,"0,4358","0,4543","0,4969","0,3562",2502508
Nordeste,SE,Gararu,"0,4358","0,5056","0,5258","0,2759",2802403
Nordeste,BA,Serra do Ramalho,"0,4358","0,4511","0,4879","0,3684",2930154
Norte,AM,Manicoré,"0,4357","0,4329","0,5025","0,3717",1302702
Norte,RO,Guajará-Mirim,"0,4354","0,4859","0,2773","0,5431",1100106
Nordeste,PI,Pimenteiras,"0,4353","0,4792","0,5933","0,2333",2208106
Nordeste,PE,Inajá,"0,4352","0,4547","0,4950","0,3560",2607000
Nordeste,MA,São Bernardo,"0,4351","0,6210","0,3790","0,3052",2110609
Nordeste,MA,Cidelândia,"0,4349","0,4764","0,4388","0,3894",2103257
Nordeste,BA,Caldeirão Grande,"0,4349","0,6030","0,4752","0,2265",2905503
Nordeste,BA,Rafael Jambeiro,"0,4348","0,3842","0,5897","0,3305",2925956
Nordeste,SE,Areia Branca,"0,4346","0,4746","0,4109","0,4183",2800506
Nordeste,BA,Wagner,"0,4344","0,5258","0,4510","0,3264",2933406
Norte,AM,Careiro,"0,4336","0,4987","0,4094","0,3926",1301100
Nordeste,RN,São Pedro,"0,4335","0,5136","0,4841","0,3027",2412708
Nordeste,PE,Tacaratu,"0,4335","0,5328","0,4678","0,2998",2614808
Nordeste,BA,Tabocas do Brejo Velho,"0,4334","0,4669","0,5121","0,3213",2930907
Nordeste,PB,Livramento,"0,4332","0,5057","0,4563","0,3375",2508505
Nordeste,RN,Bento Fernandes,"0,4331","0,4496","0,5582","0,2914",2401602
Nordeste,PI,Monsenhor Hipólito,"0,4329","0,7555","0,2553","0,2878",2206506
Nordeste,MA,Matões do Norte,"0,4328","0,5392","0,4485","0,3106",2106631
Nordeste,BA,Nova Soure,"0,4327","0,4061","0,5121","0,3800",2922904
Nordeste,BA,Remanso,"0,4327","0,4165","0,4918","0,3897",2926004
Norte,AP,Amapá,"0,4326","0,4870","0,4393","0,3715",1600105
Nordeste,BA,Inhambupe,"0,4326","0,3165","0,5376","0,4438",2913705
Nordeste,PB,São Sebastião de Lagoa de Roça,"0,4325","0,4676","0,5141","0,3157",2515104
Nordeste,BA,Prado,"0,4325","0,2605","0,4948","0,5423",2925501
Nordeste,MA,Bacuri,"0,4323","0,6429","0,3550","0,2991",2101301
Nordeste,PI,Milton Brandão,"0,4322","0,4169","0,6297","0,2500",2206357
Norte,PA,Breu Branco,"0,4320","0,4599","0,4125","0,4237",1501782
Norte,PA,Santarém Novo,"0,4319","0,5397","0,5077","0,2482",1506906
Nordeste,PB,Cuité de Mamanguape,"0,4319","0,5311","0,4427","0,3220",2505238
Nordeste,PE,Águas Belas,"0,4318","0,4201","0,5257","0,3496",2600500
Nordeste,RN,Paraú,"0,4315","0,4505","0,6332","0,2109",2408706
Norte,AP,Mazagão,"0,4313","0,5716","0,3445","0,3777",1600402
Nordeste,BA,Belo Campo,"0,4312","0,4624","0,5021","0,3290",2903508
Nordeste,SE,Poço Redondo,"0,4310","0,4067","0,5549","0,3313",2805406
Nordeste,BA,Santa Rita de Cássia,"0,4309","0,4267","0,5139","0,3521",2928406
Nordeste,PI,Lagoa do Piauí,"0,4308","0,4141","0,5097","0,3686",2205581
Nordeste,BA,Contendas do Sincorá,"0,4302","0,4248","0,5378","0,3280",2908804
Norte,AP,Serra do Navio,"0,4301","0,3969","0,5758","0,3177",1600055
Nordeste,RN,Pureza,"0,4298","0,3528","0,5711","0,3656",2410405
Centro-Oeste,GO,Cavalcante,"0,4297","0,3511","0,4945","0,4435",5205307
Nordeste,RN,Vila Flor,"0,4296","0,3718","0,5415","0,3754",2415008
Nordeste,PI,São Luis do Piauí,"0,4295","0,6474","0,3152","0,3258",2210375
Nordeste,PI,Boa Hora,"0,4294","0,5995","0,4386","0,2501",2201770
Nordeste,PB,Santa Cecília,"0,4294","0,5325","0,4721","0,2836",2513158
Nordeste,PI,Tanque do Piauí,"0,4292","0,5341","0,4527","0,3009",2210979
Nordeste,SE,Porto da Folha,"0,4291","0,4564","0,5307","0,3002",2805604
Nordeste,MA,São Francisco do Brejão,"0,4288","0,4790","0,3755","0,4318",2110856
Nordeste,MA,São Roberto,"0,4288","0,4653","0,5231","0,2980",2111672
Nordeste,MA,Sucupira do Norte,"0,4284","0,5997","0,2647","0,4207",2111904
Sudeste,MG,Caraí,"0,4284","0,5513","0,4389","0,2951",3113008
Nordeste,SE,Riachão do Dantas,"0,4282","0,4571","0,5713","0,2563",2805802
Nordeste,MA,Porto Rico do Maranhão,"0,4281","0,5313","0,4955","0,2575",2109056
Nordeste,BA,Cotegipe,"0,4274","0,3710","0,5549","0,3564",2909406
Nordeste,PE,Bodocó,"0,4272","0,4686","0,5616","0,2514",2602001
Nordeste,PB,Pedro Régis,"0,4271","0,3945","0,6019","0,2848",2512721
Nordeste,BA,Itaguaçu da Bahia,"0,4269","0,4002","0,5611","0,3195",2915353
Nordeste,PI,Nossa Senhora dos Remédios,"0,4268","0,5533","0,5282","0,1989",2206803
Centro-Oeste,GO,Teresina de Goiás,"0,4267","0,3791","0,4833","0,4177",5221080
Nordeste,BA,Itabela,"0,4265","0,2294","0,4455","0,6045",2914653
Sudeste,MG,Itaipé,"0,4265","0,4424","0,4238","0,4133",3132305
Norte,TO,Sandolândia,"0,4261","0,3905","0,3590","0,5287",1718840
Nordeste,RN,Lagoa Salgada,"0,4259","0,3599","0,6408","0,2770",2406601
Nordeste,BA,Macarani,"0,4259","0,4682","0,3836","0,4259",2919702
Nordeste,MA,Governador Luiz Rocha,"0,4258","0,5281","0,4620","0,2874",2104628
Nordeste,BA,Casa Nova,"0,4258","0,2439","0,4748","0,5587",2907202
Norte,AM,Parintins,"0,4254","0,5307","0,3667","0,3788",1303403
Nordeste,MA,Morros,"0,4253","0,5148","0,4208","0,3404",2107100
Nordeste,BA,Antônio Cardoso,"0,4252","0,3190","0,5820","0,3745",2901700
Norte,RR,Mucajaí,"0,4251","0,5845","0,3294","0,3614",1400308
Nordeste,SE,Ilha das Flores,"0,4251","0,5359","0,4540","0,2853",2802700
Nordeste,PI,Sussuapara,"0,4250","0,6685","0,2658","0,3406",2210938
Nordeste,BA,Ipupiara,"0,4250","0,4386","0,4364","0,4000",2914109
Centro-Oeste,MT,General Carneiro,"0,4248","0,3880","0,2309","0,6554",5103908
Nordeste,RN,São Rafael,"0,4246","0,4414","0,5577","0,2747",2412807
Nordeste,BA,Baianópolis,"0,4246","0,4134","0,4641","0,3964",2902500
Norte,AC,Capixaba,"0,4240","0,3406","0,5071","0,4243",1200179
Nordeste,MA,Anajatuba,"0,4238","0,4815","0,5538","0,2362",2100709
Nordeste,MA,Paraibano,"0,4238","0,4992","0,4896","0,2826",2107704
Nordeste,BA,Ubaitaba,"0,4238","0,4420","0,3364","0,4929",2932200
Norte,PA,Pacajá,"0,4236","0,4199","0,4296","0,4212",1505486
Nordeste,BA,Lajedo do Tabocal,"0,4236","0,6181","0,3311","0,3215",2919058
Nordeste,MA,Bela Vista do Maranhão,"0,4232","0,4650","0,4660","0,3385",2101772
Nordeste,PI,Coronel José Dias,"0,4231","0,5649","0,3422","0,3623",2202851
Nordeste,PI,Miguel Alves,"0,4227","0,4899","0,4280","0,3501",2206209
Norte,AP,Pedra Branca do Amapari,"0,4225","0,3899","0,3987","0,4788",1600154
Norte,PA,Nova Ipixuna,"0,4223","0,3277","0,5141","0,4252",1504976
Nordeste,BA,Ibititá,"0,4222","0,4675","0,5734","0,2256",2913101
Nordeste,PI,Caracol,"0,4221","0,4575","0,4983","0,3104",2202505
